domain,cell_id,pchp_cell_mae,control_cell_mae,prediction_rows,pchp_minus_control
MATR,MATR/MATR_b1c40,0.07537998501134426,0.07705104184213592,959,-0.0016710568307916618
MATR,MATR/MATR_b1c41,0.08084994192569964,0.08141392831350128,1044,-0.0005639863878016405
MATR,MATR/MATR_b1c42,0.059967348260901755,0.058614029238979674,695,0.0013533190219220809
MATR,MATR/MATR_b1c43,0.055908409135361554,0.056542805306525536,644,-0.0006343961711639812
MATR,MATR/MATR_b1c44,0.06341130294529151,0.052214118011246556,608,0.011197184934044958
MATR,MATR/MATR_b1c45,0.06109420436733965,0.052509433736506725,592,0.008584770630832926
MATR,MATR/MATR_b1c5,0.04323269717975681,0.04259661737740868,1067,0.0006360798023481301
MATR,MATR/MATR_b1c6,0.03319523974893047,0.029831204388899135,629,0.0033640353600313325
MATR,MATR/MATR_b1c7,0.04763258575655791,0.034830898173682165,863,0.012801687582875747
MATR,MATR/MATR_b1c9,0.05631307967171307,0.05801749844481987,1046,-0.0017044187731068
MATR,MATR/MATR_b2c0,0.02905958727848922,0.03175167470453702,320,-0.0026920874260478005
MATR,MATR/MATR_b2c1,0.04709714108813123,0.05681168270008552,164,-0.009714541611954293
MATR,MATR/MATR_b2c10,0.029273411317756272,0.02471206654897211,590,0.004561344768784163
MATR,MATR/MATR_b2c11,0.029900472210005236,0.026824484102988433,499,0.0030759881070168034
MATR,MATR/MATR_b2c12,0.023178458724088438,0.026733143192241998,484,-0.00355468446815356
MATR,MATR/MATR_b2c13,0.028757596783347727,0.02641473953992056,514,0.0023428572434271676
MATR,MATR/MATR_b2c14,0.034750420468030827,0.030861890750913685,503,0.0038885297171171417
MATR,MATR/MATR_b2c17,0.03769799074501401,0.02908039566473462,519,0.00861759508027939
MATR,MATR/MATR_b2c18,0.02638032443704289,0.02283878261184435,517,0.00354154182519854
MATR,MATR/MATR_b2c19,0.017457614662974456,0.017590946944065624,483,-0.0001333322810911676
MATR,MATR/MATR_b2c2,0.04580950001210569,0.039905759877690704,458,0.005903740134414984
