domain,cell_id,pchp_cell_mae,control_cell_mae,prediction_rows,pchp_minus_control
MATR,MATR/MATR_b4c35,0.04131328349530758,0.03892203840301256,1126,0.002391245092295019
MATR,MATR/MATR_b4c36,0.08355609130712358,0.08313242458528301,708,0.00042366672184056264
MATR,MATR/MATR_b4c37,0.07313676144070436,0.07101600895480388,1000,0.002120752485900476
MATR,MATR/MATR_b4c38,0.04770627196322246,0.043856025726250865,1225,0.0038502462369715967
MATR,MATR/MATR_b4c39,0.07000038862043502,0.06214196078170558,756,0.007858427838729441
MATR,MATR/MATR_b4c4,0.13968867437109717,0.14252416145463706,907,-0.002835487083539895
MATR,MATR/MATR_b4c40,0.041819180849266384,0.04026800000089838,1117,0.001551180848368007
MATR,MATR/MATR_b4c41,0.0672143313296524,0.06659746600923507,992,0.0006168653204173397
MATR,MATR/MATR_b4c42,0.062150419917051995,0.05690401620331124,910,0.005246403713740758
MATR,MATR/MATR_b4c43,0.0717918330301921,0.07366486511935565,946,-0.0018730320891635482
MATR,MATR/MATR_b4c44,0.06322124748684987,0.05915163514674244,1072,0.0040696123401074355
MATR,MATR/MATR_b4c5,0.05836594145332358,0.05529860312837587,1062,0.0030673383249477104
MATR,MATR/MATR_b4c6,0.06559635186766238,0.06071216316192336,772,0.00488418870573902
MATR,MATR/MATR_b4c7,0.06871969667745428,0.062261955247977396,557,0.0064577414294768876
MATR,MATR/MATR_b4c8,0.03725321923898353,0.03266835983910341,713,0.004584859399880119
MATR,MATR/MATR_b4c9,0.06907067632646097,0.07072939079613415,524,-0.001658714469673181
MICH,MICH/MICH_BLForm10_pouch_NMC_25C_0-100_1-1C_j,0.10945190098650623,0.11433745610181394,454,-0.004885555115307708
MICH,MICH/MICH_BLForm11_pouch_NMC_25C_0-100_1-1C_a,0.0644072177326638,0.07030710720598125,420,-0.00589988947331746
MICH,MICH/MICH_BLForm12_pouch_NMC_25C_0-100_1-1C_b,0.08435217432751461,0.09056722392932547,427,-0.006215049601810851
MICH,MICH/MICH_BLForm13_pouch_NMC_25C_0-100_1-1C_c,0.10086413936006801,0.10743474389083844,432,-0.006570604530770435
MICH,MICH/MICH_BLForm14_pouch_NMC_25C_0-100_1-1C_d,0.07532731184000101,0.08157508465325446,471,-0.006247772813253449
MICH,MICH/MICH_BLForm15_pouch_NMC_25C_0-100_1-1C_e,0.09993901472193642,0.10558898885835818,437,-0.005649974136421765
MICH,MICH/MICH_BLForm16_pouch_NMC_25C_0-100_1-1C_f,0.09585697990843813,0.10063472358736852,437,-0.004777743678930399
MICH,MICH/MICH_BLForm17_pouch_NMC_25C_0-100_1-1C_g,0.1351531518001151,0.13937468074454543,437,-0.004221528944430314
MICH,MICH/MICH_BLForm18_pouch_NMC_25C_0-100_1-1C_h,0.11225559668868476,0.11759439336200861,433,-0.005338796673323848
MICH,MICH/MICH_BLForm19_pouch_NMC_25C_0-100_1-1C_i,0.09403270839963461,0.10008559244776352,437,-0.006052884048128912
MICH,MICH/MICH_BLForm1_pouch_NMC_45C_0-100_1-1C_a,0.1536321139364533,0.15356350546817693,487,6.860846827635991e-05
MICH,MICH/MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j,0.12860856840778132,0.1339075494235612,437,-0.0052989810157798856
MICH,MICH/MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b,0.14787170904328928,0.1509818793408864,459,-0.003110170297597109
MICH,MICH/MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c,0.0752401457145522,0.08182105415804557,507,-0.0065809084434933635
MICH,MICH/MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d,0.15717080861057858,0.1567674901126418,487,0.00040331849793678876
MICH,MICH/MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e,0.150893640763005,0.15106141832895795,487,-0.000167777565952959
MICH,MICH/MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f,0.09694294918239169,0.10232561970886861,449,-0.005382670526476924
MICH,MICH/MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g,0.12102327040785203,0.12502706190620277,452,-0.004003791498350742
MICH,MICH/MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h,0.14948514636106464,0.14985306723660083,487,-0.0003679208755361929
MICH,MICH/MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i,0.2833153985767015,0.2820300163083233,569,0.0012853822683782101
MICH,MICH/MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a,0.05653207371626923,0.062055051288443255,471,-0.005522977572174029
MICH,MICH/MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b,0.12604565855293542,0.1303849318039348,486,-0.004339273250999365
MICH,MICH/MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c,0.06534117975326764,0.07126947520583408,535,-0.005928295452566443
MICH,MICH/MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d,0.0753425343149547,0.08134326137591663,471,-0.006000727060961927
MICH,MICH/MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e,0.0753003685942698,0.08149652092249458,584,-0.006196152328224777
MICH,MICH/MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f,0.06625199335555212,0.07235573065333957,584,-0.0061037372977874454
MICH,MICH/MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g,0.06607329182287654,0.07218218166020501,535,-0.006108889837328477
MICH,MICH/MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h,0.0824870024853848,0.08858925072642188,584,-0.00610224824103707
MICH,MICH/MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i,0.09978428747494963,0.10415574379063854,547,-0.004371456315688901
MICH,MICH/MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j,0.06592922404259882,0.07223366629811664,535,-0.0063044422555178226
MICH,MICH/MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a,0.08877691748633618,0.09434436222433613,506,-0.0055674447379999575
MICH,MICH/MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b,0.05306536457048395,0.05917914752141359,487,-0.006113782950929639
MICH,MICH/MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c,0.06915107833346285,0.0744115747073878,496,-0.00526049637392495
MICH,MICH/MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d,0.04296537538767226,0.0494791770424756,575,-0.006513801654803336
MICH,MICH/MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e,0.05320254730177918,0.059539481728598714,440,-0.0063369344268195335
MICH,MICH/MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f,0.0789756747558979,0.08573320235396081,536,-0.006757527598062918
MICH,MICH/MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g,0.05832504926205228,0.06482530359692064,536,-0.006500254334868359
MICH,MICH/MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h,0.0917641741371514,0.0968706663102038,497,-0.005106492173052396
MICH,MICH/MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i,0.07264716939667715,0.07875277944206252,536,-0.0061056100453853734
MICH,MICH/MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j,0.05561354999137181,0.06205373956726623,534,-0.006440189575894421
MICH_EXP,MICH_EXP/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C,0.07638841786657623,0.08875283919823873,374,-0.012364421331662503
MICH_EXP,MICH_EXP/MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C,0.013493108509634123,0.00844862659396903,288,0.005044481915665094
MICH_EXP,MICH_EXP/MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C,0.0430743058617703,0.05785510093732029,98,-0.01478079507554999
MICH_EXP,MICH_EXP/MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C,0.0916689215854347,0.10299078634920344,322,-0.011321864763768744
MICH_EXP,MICH_EXP/MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C,0.04323525931806747,0.03599259930381895,568,0.007242660014248524
MICH_EXP,MICH_EXP/MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C,0.08785666416034318,0.10413739445560702,172,-0.016280730295263834
MICH_EXP,MICH_EXP/MICH_07R_pouch_NMC_25C_0-100_2-2C,0.1641458290109016,0.1783410053915787,240,-0.014195176380677105
MICH_EXP,MICH_EXP/MICH_08C_pouch_NMC_-5C_0-100_2-2C,0.01730881744167049,0.01725068250585568,568,5.813493581480894e-05
MICH_EXP,MICH_EXP/MICH_09H_pouch_NMC_45C_0-100_2-2C,0.146202962544859,0.16408238412969003,170,-0.017879421584831023
MICH_EXP,MICH_EXP/MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C,0.0436181552402421,0.042147647600472,434,0.0014705076397701008
MICH_EXP,MICH_EXP/MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C,0.04316398436964537,0.05278421352522188,535,-0.009620229155576511
MICH_EXP,MICH_EXP/MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C,0.11049597810772335,0.12421270579728447,177,-0.013716727689561115
MICH_EXP,MICH_EXP/MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C,0.12774127028766818,0.12953189032731183,527,-0.0017906200396436422
MICH_EXP,MICH_EXP/MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C,0.11635926620275419,0.12389436561889729,447,-0.007535099416143096
MICH_EXP,MICH_EXP/MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C,0.06806950164776264,0.07057495215029219,166,-0.002505450502529552
MICH_EXP,MICH_EXP/MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C,0.1240773070232973,0.12778919181345308,527,-0.0037118847901557728
MICH_EXP,MICH_EXP/MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C,0.1166674766935037,0.12300218977769642,552,-0.006334713084192714
MICH_EXP,MICH_EXP/MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C,0.09012172641009417,0.09739069081167073,290,-0.007268964401576566
RWTH,RWTH/RWTH_002,0.17397969317326897,0.174519863351253,2406,-0.0005401701779840229
RWTH,RWTH/RWTH_003,0.1651724300106522,0.16588929744987144,2432,-0.0007168674392192265
RWTH,RWTH/RWTH_004,0.16554186406183916,0.16639645275677686,2410,-0.000854588694937708
RWTH,RWTH/RWTH_005,0.16379481739702662,0.16465166382897756,2390,-0.0008568464319509417
RWTH,RWTH/RWTH_006,0.15933375053675808,0.16040915520650326,2413,-0.001075404669745178
RWTH,RWTH/RWTH_007,0.16427750314056766,0.165307699653747,2409,-0.0010301965131793434
RWTH,RWTH/RWTH_008,0.16952410330866619,0.170298924330834,2409,-0.0007748210221678042
RWTH,RWTH/RWTH_009,0.15152530397358366,0.1527306720657673,2392,-0.001205368092183634
RWTH,RWTH/RWTH_010,0.16366159693060067,0.16438869918197652,2436,-0.0007271022513758441
RWTH,RWTH/RWTH_011,0.16037126703560914,0.16112024288585083,2432,-0.0007489758502416954
RWTH,RWTH/RWTH_012,0.1516831854346395,0.1528246092007249,2442,-0.0011414237660854198
RWTH,RWTH/RWTH_013,0.16130781381817974,0.1623307260494569,2442,-0.001022912231277151
RWTH,RWTH/RWTH_014,0.16732913141824043,0.1680327921585238,2303,-0.0007036607402833572
RWTH,RWTH/RWTH_015,0.15255445611211998,0.1535094210251689,2282,-0.0009549649130489168
RWTH,RWTH/RWTH_016,0.15169255796640163,0.15262688866404645,2281,-0.000934330697644814
RWTH,RWTH/RWTH_017,0.1690369687305185,0.16936482348560025,2274,-0.0003278547550817634
RWTH,RWTH/RWTH_018,0.15723872036474104,0.15832622649126288,2239,-0.0010875061265218366
RWTH,RWTH/RWTH_019,0.16318264631385287,0.16372071690358764,2282,-0.0005380705897347626
RWTH,RWTH/RWTH_020,0.16201789370687095,0.16284871109366,2232,-0.0008308173867890567
RWTH,RWTH/RWTH_021,0.16916082809850744,0.169519682945719,2278,-0.00035885484721157046
RWTH,RWTH/RWTH_022,0.15567665388853238,0.15625344631593263,2277,-0.0005767924274002467
RWTH,RWTH/RWTH_023,0.13600577294271277,0.13727854191022934,2316,-0.0012727689675165743
RWTH,RWTH/RWTH_024,0.14452848298658877,0.14577022480886637,2315,-0.0012417418222775978
RWTH,RWTH/RWTH_025,0.16193233104087987,0.1629589300243625,2304,-0.0010265989834826461
RWTH,RWTH/RWTH_026,0.13702425234563442,0.13810929909097927,2002,-0.0010850467453448476
RWTH,RWTH/RWTH_027,0.14112587638366147,0.14206002777452575,2006,-0.0009341513908642796
RWTH,RWTH/RWTH_028,0.15272349753944253,0.15359854995180935,2005,-0.0008750524123668224
RWTH,RWTH/RWTH_029,0.13715514749842078,0.13808687124039115,2006,-0.0009317237419703694
RWTH,RWTH/RWTH_030,0.07014380336748546,0.07243703981403307,1483,-0.0022932364465476085
RWTH,RWTH/RWTH_031,0.1480787491908717,0.1492042979089838,2259,-0.0011255487181121016
RWTH,RWTH/RWTH_032,0.16715410747734655,0.16756203601191777,2277,-0.00040792853457122247
RWTH,RWTH/RWTH_033,0.18298946703661956,0.18345168511799542,2254,-0.00046221808137586473
RWTH,RWTH/RWTH_034,0.11390788667609866,0.11522145467123171,2121,-0.001313567995133047
RWTH,RWTH/RWTH_035,0.1102292436018519,0.111748552514104,2147,-0.0015193089122520903
RWTH,RWTH/RWTH_036,0.1352660443383183,0.13647090950592336,2144,-0.0012048651676050681
RWTH,RWTH/RWTH_037,0.1496113206631466,0.15042017909543035,2162,-0.0008088584322837322
RWTH,RWTH/RWTH_038,0.10625712002456773,0.10773226081728604,1959,-0.0014751407927183074
RWTH,RWTH/RWTH_039,0.11196854308644649,0.11303525216942457,1943,-0.0010667090829780818
RWTH,RWTH/RWTH_040,0.11841332839607817,0.1191836361197899,1939,-0.0007703077237117273
RWTH,RWTH/RWTH_041,0.1259398724823641,0.12690045033232322,1939,-0.0009605778499591211
RWTH,RWTH/RWTH_042,0.11694499722014333,0.11789268276965342,1891,-0.0009476855495100939
RWTH,RWTH/RWTH_043,0.1032669399337782,0.10494503712828863,1890,-0.001678097194510439
RWTH,RWTH/RWTH_044,0.11772568444732064,0.11862324522428624,1889,-0.0008975607769656085
RWTH,RWTH/RWTH_045,0.11432607132037503,0.11529316952185462,1890,-0.0009670982014795826
RWTH,RWTH/RWTH_046,0.1456165383563901,0.14663049534680775,2131,-0.001013956990417647
RWTH,RWTH/RWTH_047,0.14774322003298762,0.14850824826561537,2146,-0.0007650282326277513
RWTH,RWTH/RWTH_048,0.14125588394946173,0.14228379835526414,2131,-0.0010279144058024103
RWTH,RWTH/RWTH_049,0.13936139036905693,0.14027291812110074,2130,-0.0009115277520438114
SDU,SDU/SDU_Battery_1,0.06921318614294625,0.0633423518956259,956,0.00587083424732035
SDU,SDU/SDU_Battery_10,0.043117850089700004,0.028868536369914512,431,0.014249313719785491
SDU,SDU/SDU_Battery_11,0.06371502406217033,0.04433132111175288,550,0.019383702950417456
SDU,SDU/SDU_Battery_12,0.05312039792691311,0.03393094054350413,481,0.019189457383408978
SDU,SDU/SDU_Battery_13,0.05317243790615978,0.03402515066525157,516,0.01914728724090821
SDU,SDU/SDU_Battery_14,0.04929928026195735,0.030045273596620042,506,0.01925400666533731
SDU,SDU/SDU_Battery_15,0.06320259765925194,0.04389853697045315,581,0.019304060688798794
SDU,SDU/SDU_Battery_16,0.05756871951910684,0.03809936143969793,581,0.01946935807940891
SDU,SDU/SDU_Battery_17,0.05191106020722114,0.04775735576920472,405,0.004153704438016416
SDU,SDU/SDU_Battery_18,0.052780449790780094,0.049295416931575874,436,0.0034850328592042207
SDU,SDU/SDU_Battery_19,0.04677618851587448,0.04395353560323527,411,0.002822652912639209
SDU,SDU/SDU_Battery_2,0.07203582962474112,0.0669023754128053,890,0.005133454211935812
SDU,SDU/SDU_Battery_20,0.047711248319388715,0.04398585921915694,411,0.003725389100231777
SDU,SDU/SDU_Battery_21,0.035888220624730134,0.035516337899786705,481,0.00037188272494342867
SDU,SDU/SDU_Battery_22,0.05294490211378632,0.051166621377503683,486,0.0017782807362826392
SDU,SDU/SDU_Battery_23,0.07523698734812236,0.07104073595638345,481,0.004196251391738903
SDU,SDU/SDU_Battery_24,0.06011334014532964,0.051411109996955036,436,0.008702230148374603
SDU,SDU/SDU_Battery_25,0.05892672113497601,0.04862364712196883,436,0.010303074013007181
SDU,SDU/SDU_Battery_26,0.09825494511389525,0.09279632878846018,541,0.005458616325435067
SDU,SDU/SDU_Battery_27,0.0745151703598128,0.06962408090968232,486,0.004891089450130476
SDU,SDU/SDU_Battery_28,0.06527855695315608,0.058723902683694144,456,0.006554654269461939
SDU,SDU/SDU_Battery_29,0.06641678983566367,0.059584882207914455,486,0.006831907627749212
SDU,SDU/SDU_Battery_3,0.052996798186177856,0.040282671859719975,851,0.01271412632645788
SDU,SDU/SDU_Battery_30,0.05732304267144061,0.051159774090443234,441,0.006163268580997375
SDU,SDU/SDU_Battery_31,0.051945987763463375,0.05978209220616448,176,-0.007836104442701108
SDU,SDU/SDU_Battery_32,0.061404363363660036,0.0689068853400879,121,-0.007502521976427867
SDU,SDU/SDU_Battery_33,0.0477788251179132,0.05404095674155311,191,-0.006262131623639915
SDU,SDU/SDU_Battery_34,0.057638028811389366,0.06463084132382788,161,-0.006992812512438509
SDU,SDU/SDU_Battery_35,0.06050135345558963,0.06970005378677102,151,-0.009198700331181392
SDU,SDU/SDU_Battery_36,0.05878065144008121,0.0665746201448998,136,-0.007793968704818591
SDU,SDU/SDU_Battery_37,0.057184720411964644,0.06692132175578613,146,-0.00973660134382149
SDU,SDU/SDU_Battery_38,0.053976427217977976,0.06263469972413542,106,-0.008658272506157444
SDU,SDU/SDU_Battery_39,0.0749149057999399,0.08360535618269993,71,-0.008690450382760034
SDU,SDU/SDU_Battery_4,0.06577494703549543,0.05919033790866601,881,0.006584609126829413
SDU,SDU/SDU_Battery_40,0.07360029440833352,0.08061862141016019,66,-0.007018327001826669
SDU,SDU/SDU_Battery_41,0.06751474001805717,0.07521396760486457,86,-0.007699227586807397
SDU,SDU/SDU_Battery_42,0.06836646846719431,0.07598241105377426,71,-0.007615942586579952
SDU,SDU/SDU_Battery_43,0.07506793615845865,0.08321431949999512,71,-0.008146383341536473
SDU,SDU/SDU_Battery_44,0.06936506696685556,0.0778678768178806,61,-0.008502809851025042
SDU,SDU/SDU_Battery_45,0.07783430407014304,0.06164411792534175,1116,0.016190186144801284
SDU,SDU/SDU_Battery_46,0.0747053732123192,0.05832597581331999,1071,0.016379397398999206
SDU,SDU/SDU_Battery_47,0.07962757984305686,0.06293038444293095,1121,0.016697195400125917
SDU,SDU/SDU_Battery_48,0.07361186253592299,0.05472709346992399,1054,0.018884769065998994
SDU,SDU/SDU_Battery_49,0.07705648669133189,0.06674273853218099,1346,0.010313748159150898
SDU,SDU/SDU_Battery_5,0.061516622142536344,0.054602565851433006,1051,0.006914056291103338
SDU,SDU/SDU_Battery_50,0.07987671967284611,0.06612593021934629,1409,0.01375078945349982
SDU,SDU/SDU_Battery_51,0.07704664206015768,0.06410361116435415,1421,0.012943030895803537
SDU,SDU/SDU_Battery_52,0.07402479410917301,0.05833615501171919,1246,0.01568863909745382
SDU,SDU/SDU_Battery_53,0.05271126249956952,0.0605886668453916,121,-0.007877404345822084
SDU,SDU/SDU_Battery_54,0.044936338785877494,0.04946393665797887,191,-0.0045275978721013785
SDU,SDU/SDU_Battery_55,0.05179574783268725,0.056988274095463226,126,-0.0051925262627759775
SDU,SDU/SDU_Battery_56,0.05182764337398897,0.058013171331081234,141,-0.006185527957092263
SDU,SDU/SDU_Battery_57,0.051137123968936805,0.056677294640369774,86,-0.005540170671432969
SDU,SDU/SDU_Battery_58,0.06440403023556071,0.07322577111836195,71,-0.008821740882801243
SDU,SDU/SDU_Battery_59,0.05480860150057268,0.06230498505150753,86,-0.007496383550934849
SDU,SDU/SDU_Battery_6,0.07257999071865068,0.0667812014232517,1111,0.005798789295398982
SDU,SDU/SDU_Battery_60,0.05330044172113499,0.06082388544063838,81,-0.007523443719503392
SDU,SDU/SDU_Battery_61,0.07111370108976073,0.053351932073663004,391,0.017761769016097724
SDU,SDU/SDU_Battery_62,0.07663424784967801,0.061555345898397236,431,0.015078901951280775
SDU,SDU/SDU_Battery_63,0.037032922642446404,0.019403832584987242,361,0.017629090057459162
SDU,SDU/SDU_Battery_64,0.0642468445786859,0.047111623331685976,411,0.017135221246999927
SDU,SDU/SDU_Battery_65,0.030576664325312704,0.03450897636340901,230,-0.003932312038096304
SDU,SDU/SDU_Battery_66,0.02014649936458739,0.02496809229800391,271,-0.004821592933416521
SDU,SDU/SDU_Battery_67,0.04725517951835622,0.05688669820007114,181,-0.00963151868171492
SDU,SDU/SDU_Battery_68,0.0452781331644534,0.055239986491108437,191,-0.009961853326655036
SDU,SDU/SDU_Battery_69,0.07056549918933645,0.07977431600213018,71,-0.00920881681279373
SDU,SDU/SDU_Battery_7,0.07523200466315468,0.07056604004511352,1041,0.004665964618041155
SDU,SDU/SDU_Battery_70,0.06258605684037889,0.06935343604441749,106,-0.0067673792040385955
SDU,SDU/SDU_Battery_71,0.07654268183631711,0.08517413482858141,81,-0.008631452992264296
SDU,SDU/SDU_Battery_72,0.07651439557831669,0.0858204444976932,81,-0.009306048919376517
SDU,SDU/SDU_Battery_73,0.09865986657508691,0.09802978485077193,1175,0.0006300817243149737
SDU,SDU/SDU_Battery_74,0.10426434262152441,0.10422824868935714,1315,3.6093932167274856e-05
SDU,SDU/SDU_Battery_75,0.09665844825795195,0.0876095288248259,950,0.009048919433126051
SDU,SDU/SDU_Battery_76,0.08603460320502813,0.08415783816723857,1120,0.0018767650377895656
SDU,SDU/SDU_Battery_77,0.08375071456486997,0.08104194888909504,1066,0.002708765675774938
SDU,SDU/SDU_Battery_78,0.08119369022104435,0.07663673354551609,1021,0.004556956675528259
SDU,SDU/SDU_Battery_79,0.0881315629305398,0.08553921821854567,1076,0.0025923447119941267
SDU,SDU/SDU_Battery_8,0.04731390197340091,0.03870858934007113,706,0.008605312633329774
SDU,SDU/SDU_Battery_80,0.08419954246557931,0.08148998400924377,1060,0.0027095584563355396
SDU,SDU/SDU_Battery_81,0.09112682816846839,0.08979544034112065,1186,0.0013313878273477353
SDU,SDU/SDU_Battery_82,0.08696968519306718,0.08582910567426756,1140,0.001140579518799617
SDU,SDU/SDU_Battery_83,0.08356211899331016,0.0791886692916746,1195,0.004373449701635557
SDU,SDU/SDU_Battery_84,0.08123219959482322,0.07273066321260795,1131,0.008501536382215277
SDU,SDU/SDU_Battery_85,0.09137250874355055,0.08809629962158114,1201,0.003276209121969409
SDU,SDU/SDU_Battery_86,0.08239008389665128,0.07626363622585842,1036,0.006126447670792859
SDU,SDU/SDU_Battery_9,0.03596488398956472,0.022982844595691592,411,0.012982039393873126
SNL,SNL/SNL_18650_LFP_15C_0-100_0.5-2C_b,0.057606478882822824,0.05867880470083793,3749,-0.001072325818015106
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-0.5C_a,0.047222988533730054,0.04757641387118167,3045,-0.0003534253374516197
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_a,0.06299958424622223,0.06391803578171204,3540,-0.000918451535489806
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_b,0.06730835793905206,0.0629603860119424,3541,0.004347971927109659
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_c,0.06591455325081157,0.06702859086794125,3033,-0.001114037617129679
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_d,0.06625574417230709,0.06732003112267275,3033,-0.0010642869503656588
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-2C_a,0.054940608968347605,0.05600950584371262,3539,-0.0010688968753650163
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-2C_b,0.0656027284751356,0.06465075030140031,4045,0.0009519781737352823
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_a,0.0464817738745256,0.04524441817376208,4564,0.0012373557007635191
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_b,0.042103589163649174,0.04230864616981867,4057,-0.00020505700616949701
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_c,0.04463499830244313,0.04477846612998875,3550,-0.0001434678275456236
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_d,0.04166619919403289,0.041922778190694766,4057,-0.0002565789966618784
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_a,0.022407285371303824,0.01870249006413197,3151,0.0037047953071718542
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_b,0.020743136263329947,0.01823956624898666,3337,0.002503570014343287
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_c,0.025769203618680306,0.01517331503311327,3337,0.010595888585567035
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_d,0.026378056861383746,0.02334354918903957,3793,0.0030345076723441756
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-2C_a,0.024959680901179664,0.022532353127166876,3851,0.002427327774012788
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-2C_b,0.024640353956865844,0.021981400071347544,3593,0.0026589538855182997
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-1C_a,0.084730205928853,0.09492173327343303,517,-0.010191527344580037
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-1C_b,0.04438173700929103,0.057646050117675644,913,-0.013264313108384614
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-2C_a,0.14133058359993833,0.13931471714800533,911,0.002015866451932996
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-2C_b,0.11645823602363457,0.11674455223657786,779,-0.0002863162129432828
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-0.5C_a,0.0893091488547208,0.10262434442878593,508,-0.01331519557406513
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-0.5C_b,0.2501275609389053,0.2466363914944597,910,0.0034911694444456076
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_a,0.056784039010178616,0.07013112341444211,649,-0.013347084404263493
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_b,0.08472829297827146,0.09946728098352857,517,-0.014738988005257109
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_c,0.08759411271559403,0.0920436461441852,517,-0.004449533428591168
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_d,0.07677778761888274,0.0896978764990046,649,-0.01292008888012186
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-2C_a,0.10252322705411748,0.11263772039178355,781,-0.010114493337666064
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-2C_b,0.07723609365625368,0.0851290816691597,781,-0.007892988012906013
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_a,0.08680692523783361,0.09795557314226545,1117,-0.011148647904431847
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_b,0.05778678040646158,0.06688265860862082,1244,-0.009095878202159235
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_c,0.07778394075264615,0.09033564712522787,1245,-0.012551706372581725
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_d,0.09379784052578281,0.10524015133111049,1503,-0.011442310805327677
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_a,0.06757132752620491,0.06886951937140016,510,-0.0012981918451952512
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_b,0.07231124668913898,0.07842542805531859,459,-0.006114181366179611
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_c,0.04163381594394624,0.051701998089491163,510,-0.010068182145544925
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_d,0.07027268994258866,0.07840027972969395,649,-0.008127589787105288
