cell_id,cell_mae,backbone,domain,method
CALB/CALB_0_B182,0.005387592055752062,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B183,0.007937030341907902,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B184,0.0032627878582535993,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B185,0.012154006096509245,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B187,0.012136035945983741,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B188,0.01705950056957397,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B189,0.013022978102829439,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B190,0.00787794288251219,hist_gradient_boosting,CALB,protected_state
CALB/CALB_25_T25-1,0.020697458699105085,hist_gradient_boosting,CALB,protected_state
CALB/CALB_25_T25-2,0.013611659750207327,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B173,0.008341553084711956,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B174,0.007587744707641656,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B175,0.00681895447865139,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B222,0.013520362043641466,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B223,0.008348510008665815,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B224,0.008803705569099677,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B227,0.008845771208397238,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B228,0.01067752999390871,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B229,0.009517961249017633,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B230,0.009927849399202682,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B247,0.054069859211557304,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B248,0.009952167233999254,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B249,0.006096353123774466,hist_gradient_boosting,CALB,protected_state
CALB/CALB_35_B250,0.008428357408355762,hist_gradient_boosting,CALB,protected_state
CALB/CALB_45_B253,0.02046877783600016,hist_gradient_boosting,CALB,protected_state
CALB/CALB_45_B255,0.02109774834514077,hist_gradient_boosting,CALB,protected_state
CALB/CALB_45_B256,0.024066737070540894,hist_gradient_boosting,CALB,protected_state
CALB/CALB_0_B182,0.013646855035267759,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B183,0.008918728823163252,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B184,0.010842806768884921,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B185,0.01595144787573087,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B187,0.015233234795786383,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B188,0.016720522318031533,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B189,0.01700156384041349,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B190,0.012029982110001997,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_25_T25-1,0.021830089186897245,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_25_T25-2,0.014206439326215526,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B173,0.010491759807619924,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B174,0.009913092535142368,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B175,0.0096463499087793,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B222,0.00898168445791334,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B223,0.009308646712873412,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B224,0.007083242740532244,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B227,0.009782993596285781,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B228,0.012009714613239008,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B229,0.011748150807629554,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B230,0.01158481707814767,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B247,0.06359855633379953,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B248,0.008733837369659663,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B249,0.00978104796989257,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_35_B250,0.009269810391669072,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_45_B253,0.01886824100836347,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_45_B255,0.018423112304443625,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_45_B256,0.021789716631637694,hist_gradient_boosting,CALB,pchp_method
CALB/CALB_0_B182,0.018687457664490672,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B183,0.01186029063568112,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B184,0.01195336585719156,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B185,0.014514329251867932,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B187,0.013295607286854277,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B188,0.016994170448621084,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B189,0.015569767490562166,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_0_B190,0.01625129824951313,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_25_T25-1,0.01687592161642686,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_25_T25-2,0.014085460908157675,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B173,0.008422508073537581,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B174,0.008896581556002352,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B175,0.008562450606850848,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B222,0.007143367473583796,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B223,0.006798659227104847,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B224,0.006184659096286481,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B227,0.007749102328182934,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B228,0.009720127530498888,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B229,0.009240075643443372,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B230,0.008955440608222408,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B247,0.06940272720555415,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B248,0.006878400692952982,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B249,0.008624991791304456,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_35_B250,0.006809135101160105,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_45_B253,0.01846758114599222,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_45_B255,0.018174407061246386,hist_gradient_boosting,CALB,raw_candidate
CALB/CALB_45_B256,0.02128257223135723,hist_gradient_boosting,CALB,raw_candidate
CALCE/CALCE_CS2_33,0.09308832033890085,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CS2_34,0.05421835926164518,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CS2_35,0.08109323187438679,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CS2_36,0.10612625574597073,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CS2_37,0.08994997506597165,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CS2_38,0.08535119802827774,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_16,0.07026807343920555,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_33,0.03428978046261315,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_34,0.049252551149315475,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_35,0.041964173114458686,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_36,0.05660363378674598,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_37,0.039540883162690145,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CX2_38,0.06699505743433383,hist_gradient_boosting,CALCE,protected_state
CALCE/CALCE_CS2_33,0.08346317392327214,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CS2_34,0.04594907613628644,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CS2_35,0.07415999079921788,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CS2_36,0.09844849703418873,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CS2_37,0.0829004984777949,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CS2_38,0.07830809817687204,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_16,0.07196053985914622,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_33,0.03743365061392424,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_34,0.04302212832624899,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_35,0.04491862317297839,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_36,0.049496385552514094,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_37,0.0312590312286736,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CX2_38,0.060399831438637294,hist_gradient_boosting,CALCE,pchp_method
CALCE/CALCE_CS2_33,0.04618949046752176,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CS2_34,0.03896676401561717,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CS2_35,0.03949696821730021,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CS2_36,0.039262979292999114,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CS2_37,0.043552009898611105,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CS2_38,0.04544476874235343,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_16,0.027611102526491845,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_33,0.03820469162859353,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_34,0.053978286452516545,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_35,0.04258067268848092,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_36,0.06196701148088744,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_37,0.035731435450371676,hist_gradient_boosting,CALCE,raw_candidate
CALCE/CALCE_CX2_38,0.052286712585581104,hist_gradient_boosting,CALCE,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_a,0.0972262416308371,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_b,0.07383679949046915,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_c,0.09872604777163198,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_d,0.08940435286474863,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_e,0.07673033982756135,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_f,0.10078243296182812,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_g,0.09897638284844266,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_j,0.08174713469378407,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_l,0.1107296590294552,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n,0.08774111098046321,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o,0.07997392933237725,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p,0.07145236978250516,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s,0.09830295650337402,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t,0.08290687143308864,hist_gradient_boosting,HNEI,protected_state
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_a,0.09761793996879492,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_b,0.06568165973058389,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_c,0.08930431882426851,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_d,0.07999763438285075,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_e,0.0687495849581483,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_f,0.09168212923510231,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_g,0.08965551554879861,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_j,0.07370708786223096,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_l,0.10114740735715715,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n,0.07961774963521512,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o,0.07054374953854223,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p,0.06248956325555216,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s,0.08913139894018536,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t,0.07431730666272879,hist_gradient_boosting,HNEI,pchp_method
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_a,0.2807997353431266,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_b,0.03879314278109353,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_c,0.037378850460723395,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_d,0.031655579811031405,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_e,0.03620456196347019,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_f,0.04564060486223472,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_g,0.03992078635769287,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_j,0.03622109176731388,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_l,0.045009704282645384,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n,0.042967722742210744,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o,0.04856981289693308,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p,0.0444115100130843,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s,0.04257556914667189,hist_gradient_boosting,HNEI,raw_candidate
HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t,0.052292304232296444,hist_gradient_boosting,HNEI,raw_candidate
HUST/HUST_1-1,0.01683500367657285,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-2,0.01963564758497507,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-3,0.02742242041259882,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-4,0.028083020754375087,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-5,0.031012201757206363,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-6,0.03963144886253543,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-7,0.02133374814167114,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-8,0.016742352553758194,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-1,0.03115909540033539,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-2,0.03428472224519455,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-3,0.04056141626839823,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-4,0.019612733782385015,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-5,0.020030396055822464,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-6,0.028975018305994513,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-7,0.02155049630814235,hist_gradient_boosting,HUST,protected_state
HUST/HUST_10-8,0.03329493189136301,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-2,0.020861842225520823,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-3,0.02842062165565645,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-4,0.025189375027029996,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-5,0.023421152346826363,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-6,0.025992600805534543,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-7,0.026120611329359937,hist_gradient_boosting,HUST,protected_state
HUST/HUST_2-8,0.04025048401604325,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-1,0.023094939144030765,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-2,0.023084163936635545,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-3,0.025012473149472983,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-4,0.03628405249393716,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-5,0.03265457438235611,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-6,0.024476120939005867,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-7,0.029547350034646324,hist_gradient_boosting,HUST,protected_state
HUST/HUST_3-8,0.021934904547502312,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-1,0.04533115522132047,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-2,0.0208424179062272,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-3,0.03008829958561676,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-4,0.0278172001589665,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-5,0.03349388498932133,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-6,0.03731007301060132,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-7,0.021653558382571384,hist_gradient_boosting,HUST,protected_state
HUST/HUST_4-8,0.023997570800098077,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-1,0.023307771078207477,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-2,0.02655125964392372,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-3,0.01986998580894722,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-4,0.01868031318348411,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-5,0.02831301790228645,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-6,0.02174806814851881,hist_gradient_boosting,HUST,protected_state
HUST/HUST_5-7,0.02312358878358448,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-1,0.016926285567120482,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-2,0.029466106462119755,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-3,0.025962047965491862,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-4,0.024146264988768023,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-5,0.019809386575416532,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-6,0.042518940050331314,hist_gradient_boosting,HUST,protected_state
HUST/HUST_6-8,0.029397091416225124,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-1,0.04302545513989815,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-2,0.037969477671557984,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-3,0.02422121080799395,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-4,0.020845491814175606,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-5,0.021335549981188435,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-6,0.0268181519032523,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-7,0.026261137597695043,hist_gradient_boosting,HUST,protected_state
HUST/HUST_7-8,0.019063159400345496,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-1,0.02447017064510425,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-2,0.02082065937986044,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-3,0.02270076401141003,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-4,0.021684770832492414,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-5,0.022249808181611937,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-6,0.019427987272258605,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-7,0.01467145731160599,hist_gradient_boosting,HUST,protected_state
HUST/HUST_8-8,0.023581651788204736,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-1,0.030768094569481305,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-2,0.01816973310837142,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-3,0.026556343927413226,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-4,0.028114379475439495,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-5,0.01937463821349463,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-6,0.02523119518063339,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-7,0.02459476473633281,hist_gradient_boosting,HUST,protected_state
HUST/HUST_9-8,0.025310567117372094,hist_gradient_boosting,HUST,protected_state
HUST/HUST_1-1,0.015688818068238276,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-2,0.015790995924963643,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-3,0.024452238704682386,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-4,0.02676116028693643,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-5,0.02620848234031758,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-6,0.04089129779400323,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-7,0.018489230378243512,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_1-8,0.015577618263852488,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-1,0.02808783906906923,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-2,0.0424254541811999,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-3,0.0344058395197706,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-4,0.02183146173378352,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-5,0.019650489521870932,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-6,0.029066285558891163,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-7,0.021504566132595673,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_10-8,0.027213738830839825,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-2,0.027356089362793167,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-3,0.027111486617171936,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-4,0.02210083299896076,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-5,0.0199444498560157,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-6,0.025524246339541406,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-7,0.024615632544385622,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_2-8,0.03177805961287405,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-1,0.027124416139416792,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-2,0.023297588782512313,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-3,0.030784322511192147,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-4,0.034072047024795056,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-5,0.037569031706707987,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-6,0.023310903065292442,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-7,0.0314878278787282,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_3-8,0.022215016240736123,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-1,0.04241697471708406,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-2,0.02295635555828164,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-3,0.020636687451045913,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-4,0.021775726205589683,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-5,0.02859845416355446,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-6,0.03209712830799029,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-7,0.02364855141385662,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_4-8,0.02319063776782189,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-1,0.018174412323067494,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-2,0.025346280391223608,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-3,0.015654461327307186,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-4,0.014369749893688388,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-5,0.02457454549696562,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-6,0.01688107153144737,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_5-7,0.021182911731733815,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-1,0.016221785614432518,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-2,0.025377296498035544,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-3,0.025540358446584192,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-4,0.0233086410766767,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-5,0.015455404047714028,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-6,0.03716663486310137,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_6-8,0.03747876203095529,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-1,0.03628357907643568,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-2,0.045545327895714804,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-3,0.01594714234082419,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-4,0.013795500634826503,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-5,0.0257372941630897,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-6,0.01978430172516291,hist_gradient_boosting,HUST,pchp_method
HUST/HUST_7-7,0.019445832974206812,hist_gradient_boosting,HUST,pchp_method
