outer_target_domain,inner_validation_domain,alpha,physical_cells,validation_rows,causal_candidate_cell_macro_mae
HUST,UL_PUR,0.20000000000000001,10,2195,0.056422838462919532
HUST,UL_PUR,0.10000000000000001,10,2195,0.051294118344710128
HUST,UL_PUR,0.050000000000000003,10,2195,0.043485843372045654
HUST,UL_PUR,0.029999999999999999,10,2195,0.035614118617692182
HUST,UL_PUR,0.02,10,2195,0.028332842656980523
HUST,UL_PUR,0.014999999999999999,10,2195,0.023740709020833591
HUST,UL_PUR,0.01,10,2195,0.020513118714767745
HUST,UL_PUR,0.0050000000000000001,10,2195,0.028678473624647378
HUST,XJTU,1,23,6823,0.073169778507258296
HUST,XJTU,0.5,23,6823,0.072013086282096489
HUST,XJTU,0.20000000000000001,23,6823,0.069579699910547591
HUST,XJTU,0.10000000000000001,23,6823,0.06637961752466405
HUST,XJTU,0.050000000000000003,23,6823,0.06114958083126118
HUST,XJTU,0.029999999999999999,23,6823,0.055502271130737524
HUST,XJTU,0.02,23,6823,0.050092782565568497
HUST,XJTU,0.014999999999999999,23,6823,0.046118273506994316
HUST,XJTU,0.01,23,6823,0.040869944547008596
HUST,XJTU,0.0050000000000000001,23,6823,0.037425197601773985
MATR,CALB,1,27,2629,0.016245492451421702
MATR,CALB,0.5,27,2629,0.015840549748053746
MATR,CALB,0.20000000000000001,27,2629,0.01531501587334193
MATR,CALB,0.10000000000000001,27,2629,0.014799376708356592
MATR,CALB,0.050000000000000003,27,2629,0.014135814394658988
MATR,CALB,0.029999999999999999,27,2629,0.013582767070996996
MATR,CALB,0.02,27,2629,0.013153746052785098
MATR,CALB,0.014999999999999999,27,2629,0.012875097846336074
