domain,cell_id,records,comparator_alpha,baseline_mae,pchp_mae,source_tuned_causal_candidate_mae,pchp_max_displacement,source_tuned_candidate_max_displacement,pchp_violation_records,source_tuned_candidate_violation_records,pchp_minus_baseline,source_tuned_candidate_minus_baseline,pchp_minus_source_tuned_candidate,pchp_violates,source_tuned_candidate_violates
HUST,HUST/HUST_3-8,2337,0.050000000000000003,0.038282192285015039,0.038142938698734793,0.049013109109328608,0.010000000000000009,0.041950100655454348,0,2337,-0.00013925358628024548,0.010730916824313569,-0.010870170410593814,False,True
HUST,HUST/HUST_4-1,2212,0.050000000000000003,0.034849584302127423,0.037029785780336742,0.040857973848384382,0.010000000000000009,0.023299159313731832,0,1518,0.002180201478209319,0.0060083895462569592,-0.0038281880680476402,False,True
HUST,HUST/HUST_4-2,1777,0.050000000000000003,0.035361669543082591,0.031326070159743077,0.031688369950007421,0.010000000000000009,0.035325589126999568,0,1610,-0.0040355993833395137,-0.0036732995930751702,-0.0003622997902643435,False,True
HUST,HUST/HUST_4-3,1137,0.050000000000000003,0.025241968546374585,0.021192489083255404,0.01337683640630258,0.010000000000000009,0.05819097156427544,0,705,-0.0040494794631191801,-0.011865132140072005,0.0078156526769528247,False,True
HUST,HUST/HUST_4-4,1486,0.050000000000000003,0.026697003212278612,0.020642108053163331,0.01615762872454337,0.010000000000000009,0.037357760695484243,0,891,-0.0060548951591152811,-0.010539374487735242,0.0044844793286199607,False,True
HUST,HUST/HUST_4-5,1556,0.050000000000000003,0.030611550808810915,0.027538954049736292,0.026730097189650508,0.010000000000000009,0.035609254085894215,0,1274,-0.003072596759074623,-0.003881453619160407,0.000808856860085784,False,True
HUST,HUST/HUST_4-6,1375,0.050000000000000003,0.029976856272030509,0.02863910006553207,0.027753278697622626,0.010000000000000009,0.027178948184014118,0,1109,-0.0013377562064984388,-0.0022235775744078833,0.00088582136790944441,False,True
HUST,HUST/HUST_4-7,2211,0.050000000000000003,0.035759973492590844,0.030497787417878102,0.02877214374549714,0.010000000000000009,0.042419792084947727,0,1756,-0.0052621860747127415,-0.0069878297470937038,0.0017256436723809623,False,True
HUST,HUST/HUST_4-8,1701,0.050000000000000003,0.036713349951152205,0.033736300441508334,0.038066787772101304,0.010000000000000009,0.043592057908961368,0,1608,-0.0029770495096438712,0.0013534378209490994,-0.0043304873305929706,False,True
HUST,HUST/HUST_5-1,2502,0.050000000000000003,0.033333298085495164,0.029141959171513042,0.037389520086693252,0.010000000000000009,0.032078430146772474,0,2042,-0.0041913389139821219,0.0040562220011980885,-0.0082475609151802104,False,True
HUST,HUST/HUST_5-2,1921,0.050000000000000003,0.038103048730050645,0.034971375350307497,0.036235347771894778,0.010000000000000009,0.047594321661004857,0,1891,-0.0031316733797431481,-0.0018677009581558671,-0.0012639724215872811,False,True
HUST,HUST/HUST_5-3,2684,0.050000000000000003,0.031576570104730355,0.028736970791209609,0.037591319595651262,0.010000000000000009,0.033242263847782061,0,2198,-0.0028395993135207458,0.0060147494909209079,-0.0088543488044416536,False,True
HUST,HUST/HUST_5-4,1957,0.050000000000000003,0.030245969983689284,0.022479848503240883,0.016790718658545312,0.010000000000000009,0.042109736342289983,0,1263,-0.0077661214804484006,-0.013455251325143972,0.0056891298446955715,False,True
HUST,HUST/HUST_5-5,1578,0.050000000000000003,0.039755614296354817,0.036124690959282425,0.043671968894894692,0.010000000000000009,0.075913288325926809,0,1578,-0.003630923337072392,0.0039163545985398743,-0.0075472779356122663,False,True
HUST,HUST/HUST_5-6,2455,0.050000000000000003,0.032971114192735608,0.028204631283036827,0.034606047991058424,0.010000000000000009,0.029823986868903751,0,1962,-0.0047664829096987806,0.0016349337983228157,-0.0064014167080215963,False,True
HUST,HUST/HUST_5-7,1443,0.050000000000000003,0.024553538323171083,0.019247724579031664,0.02092107475790999,0.010000000000000009,0.026724936396036791,0,933,-0.0053058137441394197,-0.0036324635652610938,-0.0016733501788783259,False,True
HUST,HUST/HUST_6-1,1604,0.050000000000000003,0.025596187729142999,0.019741697358358058,0.02259564247026152,0.010000000000000009,0.034329710351198806,0,1366,-0.0058544903707849413,-0.003000545258881479,-0.0028539451119034623,False,True
HUST,HUST/HUST_6-2,1903,0.050000000000000003,0.042285566624684384,0.038745441419690101,0.042683974240194433,0.010000000000000009,0.065844647704341619,0,1903,-0.0035401252049942836,0.00039840761551004911,-0.0039385328205043327,False,True
HUST,HUST/HUST_6-3,1799,0.050000000000000003,0.036559152030385969,0.03446785674150727,0.04658621999469785,0.010000000000000009,0.051871936723780654,0,1799,-0.0020912952888786987,0.010027067964311881,-0.01211836325319058,False,True
HUST,HUST/HUST_6-4,1712,0.050000000000000003,0.028020908787963851,0.023324824148710201,0.025649880604602705,0.010000000000000009,0.022835474687923019,0,1174,-0.0046960846392536497,-0.0023710281833611464,-0.0023250564558925033,False,True
HUST,HUST/HUST_6-5,2173,0.050000000000000003,0.031089209957084762,0.02479078858112993,0.024490892647306785,0.010000000000000009,0.023456004602253278,0,1870,-0.0062984213759548317,-0.006598317309777977,0.00029989593382314522,False,True
HUST,HUST/HUST_6-6,2463,0.050000000000000003,0.046031033277271899,0.041976633183559403,0.035675626478576319,0.010000000000000009,0.079322377966135948,0,2463,-0.0040544000937124958,-0.010355406798695579,0.0063010067049830837,False,True
HUST,HUST/HUST_6-8,2445,0.050000000000000003,0.037953295216018125,0.043310993070022029,0.054180082752444472,0.010000000000000009,0.029432189698477607,0,2021,0.0053576978540039039,0.016226787536426347,-0.010869089682422443,False,True
HUST,HUST/HUST_7-1,1685,0.050000000000000003,0.035064308099989318,0.032825805813564465,0.029412285157761533,0.010000000000000009,0.035163608760602316,0,1182,-0.0022385022864248524,-0.005652022942227785,0.0034135206558029325,False,True
HUST,HUST/HUST_7-2,2025,0.050000000000000003,0.038039012413767601,0.037983438713629566,0.048218335602811559,0.010000000000000009,0.033150673606329617,0,1624,-5.5573700138034088e-05,0.010179323189043958,-0.010234896889181992,False,True
HUST,HUST/HUST_7-3,1290,0.050000000000000003,0.023824389482593997,0.020122883573876493,0.013113724026173832,0.010000000000000009,0.062817334926521085,0,757,-0.0037015059087175048,-0.010710665456420165,0.0070091595477026602,False,True
HUST,HUST/HUST_7-4,1388,0.050000000000000003,0.023576215150368476,0.020631073251819707,0.01519567865117475,0.010000000000000009,0.049105060633699904,0,785,-0.0029451418985487685,-0.0083805364991937255,0.005435394600644957,False,True
HUST,HUST/HUST_7-5,1868,0.050000000000000003,0.0343822218416538,0.031301911981980693,0.034699259824563781,0.010000000000000009,0.035772505356070905,0,1679,-0.0030803098596731068,0.00031703798290998175,-0.0033973478425830886,False,True
HUST,HUST/HUST_7-6,1414,0.050000000000000003,0.025412808663844183,0.020006557610659711,0.014236552046289448,0.010000000000000009,0.036296570130258776,0,868,-0.0054062510531844715,-0.011176256617554736,0.005770005564370264,False,True
HUST,HUST/HUST_7-7,1680,0.050000000000000003,0.027827856959874483,0.020747945864873132,0.015788093142814635,0.010000000000000009,0.031798548946034288,0,962,-0.0070799110950013518,-0.012039763817059849,0.004959852722058497,False,True
