outer_target_domain,inner_validation_domain,alpha,recovery,physical_cells,validation_rows,method_cell_macro_mae
SNL,MICH_EXP,0.2,0.0005,18,6455,0.10346786819294546
SNL,MICH_EXP,0.1,0.0005,18,6455,0.09912991492742043
SNL,MICH_EXP,0.05,0.0005,18,6455,0.09704776728580648
SNL,MICH_EXP,0.03,0.0005,18,6455,0.09521102485767112
SNL,MICH_EXP,0.02,0.0005,18,6455,0.0931041170871019
SNL,MICH_EXP,0.015,0.0005,18,6455,0.0911393867203134
SNL,MICH_EXP,0.01,0.0005,18,6455,0.08867547902361393
SNL,MICH_EXP,0.005,0.0005,18,6455,0.08946888722603397
SNL,MICH_EXP,1.0,0.001,18,6455,0.1757821828740173
SNL,MICH_EXP,0.5,0.001,18,6455,0.12072356742714457
SNL,MICH_EXP,0.2,0.001,18,6455,0.10154857669563805
SNL,MICH_EXP,0.1,0.001,18,6455,0.0985611602482316
SNL,MICH_EXP,0.05,0.001,18,6455,0.09671214937166646
SNL,MICH_EXP,0.03,0.001,18,6455,0.09493817889164477
SNL,MICH_EXP,0.02,0.001,18,6455,0.09284164864691423
SNL,MICH_EXP,0.015,0.001,18,6455,0.09083368011478088
SNL,MICH_EXP,0.01,0.001,18,6455,0.0882857744593114
SNL,MICH_EXP,0.005,0.001,18,6455,0.08885614949580309
SNL,MICH_EXP,1.0,0.002,18,6455,0.14893899336567984
SNL,MICH_EXP,0.5,0.002,18,6455,0.11188598358276651
SNL,MICH_EXP,0.2,0.002,18,6455,0.10013993060566076
SNL,MICH_EXP,0.1,0.002,18,6455,0.09801667753853621
SNL,MICH_EXP,0.05,0.002,18,6455,0.09632922012714956
SNL,MICH_EXP,0.03,0.002,18,6455,0.09455197555478273
SNL,MICH_EXP,0.02,0.002,18,6455,0.09236198719182487
SNL,MICH_EXP,0.015,0.002,18,6455,0.09023071180873314
SNL,MICH_EXP,0.01,0.002,18,6455,0.08748280058136555
SNL,MICH_EXP,0.005,0.002,18,6455,0.0877400529562989
SNL,MICH_EXP,1.0,0.005,18,6455,0.12390386895840673
SNL,MICH_EXP,0.5,0.005,18,6455,0.10497193100241708
SNL,MICH_EXP,0.2,0.005,18,6455,0.09883806584736822
SNL,MICH_EXP,0.1,0.005,18,6455,0.09733077167501326
SNL,MICH_EXP,0.05,0.005,18,6455,0.09560431208499452
SNL,MICH_EXP,0.03,0.005,18,6455,0.09360838449104032
SNL,MICH_EXP,0.02,0.005,18,6455,0.09106093720506706
SNL,MICH_EXP,0.015,0.005,18,6455,0.08854046386352331
SNL,MICH_EXP,0.01,0.005,18,6455,0.08535361429699138
SNL,MICH_EXP,0.005,0.005,18,6455,0.08505097168201534
SNL,RWTH,1.0,0.0,48,105140,0.15332422420005706
SNL,RWTH,0.5,0.0,48,105140,0.1531653969597344
SNL,RWTH,0.2,0.0,48,105140,0.1528733385349948
SNL,RWTH,0.1,0.0,48,105140,0.15253559091361235
SNL,RWTH,0.05,0.0,48,105140,0.15202068664536053
SNL,RWTH,0.03,0.0,48,105140,0.15142811184799057
SNL,RWTH,0.02,0.0,48,105140,0.150749012421771
SNL,RWTH,0.015,0.0,48,105140,0.15008362146617768
SNL,RWTH,0.01,0.0,48,105140,0.1488655470954588
SNL,RWTH,0.005,0.0,48,105140,0.14673953993476954
SNL,RWTH,1.0,0.00025,48,105140,0.1543159905440387
SNL,RWTH,0.5,0.00025,48,105140,0.15413705772649816
SNL,RWTH,0.2,0.00025,48,105140,0.15385000923094613
SNL,RWTH,0.1,0.00025,48,105140,0.15352335082713062
SNL,RWTH,0.05,0.00025,48,105140,0.15299485121518802
SNL,RWTH,0.03,0.00025,48,105140,0.15238116407407962
SNL,RWTH,0.02,0.00025,48,105140,0.1516428279972156
SNL,RWTH,0.015,0.00025,48,105140,0.1509205493812441
SNL,RWTH,0.01,0.00025,48,105140,0.14955746488888397
SNL,RWTH,0.005,0.00025,48,105140,0.14701626239902496
SNL,RWTH,1.0,0.0005,48,105140,0.15423695933149933
SNL,RWTH,0.5,0.0005,48,105140,0.15405782416977662
SNL,RWTH,0.2,0.0005,48,105140,0.15378113817549263
SNL,RWTH,0.1,0.0005,48,105140,0.15348381567442634
SNL,RWTH,0.05,0.0005,48,105140,0.15299169636844126
SNL,RWTH,0.03,0.0005,48,105140,0.1524016604634565
SNL,RWTH,0.02,0.0005,48,105140,0.15168561841116865
SNL,RWTH,0.015,0.0005,48,105140,0.15097460983447122
SNL,RWTH,0.01,0.0005,48,105140,0.14961963898279726
SNL,RWTH,0.005,0.0005,48,105140,0.14708247278025574
SNL,RWTH,1.0,0.001,48,105140,0.1541415197781398
SNL,RWTH,0.5,0.001,48,105140,0.15396262401464253
SNL,RWTH,0.2,0.001,48,105140,0.15371779180154826
SNL,RWTH,0.1,0.001,48,105140,0.15345080409836367
SNL,RWTH,0.05,0.001,48,105140,0.1529850841472267
SNL,RWTH,0.03,0.001,48,105140,0.15242818155298796
SNL,RWTH,0.02,0.001,48,105140,0.15174424982710974
SNL,RWTH,0.015,0.001,48,105140,0.1510542862446684
SNL,RWTH,0.01,0.001,48,105140,0.1497226264963239
SNL,RWTH,0.005,0.001,48,105140,0.14721385028888234
SNL,RWTH,1.0,0.002,48,105140,0.1540424001395522
SNL,RWTH,0.5,0.002,48,105140,0.15388268072704117
SNL,RWTH,0.2,0.002,48,105140,0.1536705158021675
SNL,RWTH,0.1,0.002,48,105140,0.15343087989581752
SNL,RWTH,0.05,0.002,48,105140,0.15300158033902414
SNL,RWTH,0.03,0.002,48,105140,0.15248374619889846
SNL,RWTH,0.02,0.002,48,105140,0.15184655156324553
SNL,RWTH,0.015,0.002,48,105140,0.15118528788232835
SNL,RWTH,0.01,0.002,48,105140,0.14991865675262028
SNL,RWTH,0.005,0.002,48,105140,0.1474886469356798
SNL,RWTH,1.0,0.005,48,105140,0.15396282382984966
SNL,RWTH,0.5,0.005,48,105140,0.15383774426118804
SNL,RWTH,0.2,0.005,48,105140,0.15366353471165137
SNL,RWTH,0.1,0.005,48,105140,0.15346814615091522
SNL,RWTH,0.05,0.005,48,105140,0.1531097161863986
SNL,RWTH,0.03,0.005,48,105140,0.152673955719288
SNL,RWTH,0.02,0.005,48,105140,0.15213515805979444
SNL,RWTH,0.015,0.005,48,105140,0.15156635879419983
SNL,RWTH,0.01,0.005,48,105140,0.15045339327033538
SNL,RWTH,0.005,0.005,48,105140,0.14818202462781305
SNL,SDU,1.0,0.0,86,48716,0.06942488564767185
SNL,SDU,0.5,0.0,86,48716,0.06813042447020443
SNL,SDU,0.2,0.0,86,48716,0.06631697698298378
SNL,SDU,0.1,0.0,86,48716,0.0648958949748998
SNL,SDU,0.05,0.0,86,48716,0.06301170412198258
SNL,SDU,0.03,0.0,86,48716,0.060870187042380924
SNL,SDU,0.02,0.0,86,48716,0.05840238778255731
SNL,SDU,0.015,0.0,86,48716,0.056201108960081576
SNL,SDU,0.01,0.0,86,48716,0.05240994743919281
SNL,SDU,0.005,0.0,86,48716,0.04518157288429597
SNL,SDU,1.0,0.00025,86,48716,0.06835649820746585
SNL,SDU,0.5,0.00025,86,48716,0.06697611399521183
SNL,SDU,0.2,0.00025,86,48716,0.0650236743646816
SNL,SDU,0.1,0.00025,86,48716,0.0635295089503191
SNL,SDU,0.05,0.00025,86,48716,0.06156730542599372
SNL,SDU,0.03,0.00025,86,48716,0.05953219255311955
SNL,SDU,0.02,0.00025,86,48716,0.057391691500005476
SNL,SDU,0.015,0.00025,86,48716,0.05553705498793666
SNL,SDU,0.01,0.00025,86,48716,0.052234132355574205
SNL,SDU,0.005,0.00025,86,48716,0.0453585118961691
SNL,SDU,1.0,0.0005,86,48716,0.06783429582265967
SNL,SDU,0.5,0.0005,86,48716,0.06635665602235946
SNL,SDU,0.2,0.0005,86,48716,0.06428330198580891
SNL,SDU,0.1,0.0005,86,48716,0.06272256531362544
SNL,SDU,0.05,0.0005,86,48716,0.06074170448378106
SNL,SDU,0.03,0.0005,86,48716,0.05900290996993001
SNL,SDU,0.02,0.0005,86,48716,0.0571710213840762
SNL,SDU,0.015,0.0005,86,48716,0.05533642437030655
SNL,SDU,0.01,0.0005,86,48716,0.05205713131203358
SNL,SDU,0.005,0.0005,86,48716,0.04531084277349829
SNL,SDU,1.0,0.001,86,48716,0.06723754365002485
SNL,SDU,0.5,0.001,86,48716,0.06553555667931474
SNL,SDU,0.2,0.001,86,48716,0.06330386817764566
SNL,SDU,0.1,0.001,86,48716,0.061748025140082846
SNL,SDU,0.05,0.001,86,48716,0.05999736037428981
SNL,SDU,0.03,0.001,86,48716,0.05859935667471971
SNL,SDU,0.02,0.001,86,48716,0.05681845451557783
SNL,SDU,0.015,0.001,86,48716,0.05502870374384865
SNL,SDU,0.01,0.001,86,48716,0.051841332336806184
SNL,SDU,0.005,0.001,86,48716,0.04520796443362341
SNL,SDU,1.0,0.002,86,48716,0.06649211722765656
SNL,SDU,0.5,0.002,86,48716,0.06449037251731671
SNL,SDU,0.2,0.002,86,48716,0.06225984533317318
SNL,SDU,0.1,0.002,86,48716,0.06087309003988334
SNL,SDU,0.05,0.002,86,48716,0.059435070640720296
SNL,SDU,0.03,0.002,86,48716,0.058125213624985655
SNL,SDU,0.02,0.002,86,48716,0.05643040102933198
SNL,SDU,0.015,0.002,86,48716,0.054698057561568265
SNL,SDU,0.01,0.002,86,48716,0.051590488956802516
SNL,SDU,0.005,0.002,86,48716,0.04500088659964344
SNL,SDU,1.0,0.005,86,48716,0.0652314435498649
SNL,SDU,0.5,0.005,86,48716,0.06303702728588692
SNL,SDU,0.2,0.005,86,48716,0.06121839888443469
SNL,SDU,0.1,0.005,86,48716,0.060063552349179795
SNL,SDU,0.05,0.005,86,48716,0.05863658309838844
SNL,SDU,0.03,0.005,86,48716,0.05753512803877559
SNL,SDU,0.02,0.005,86,48716,0.056035144388412714
SNL,SDU,0.015,0.005,86,48716,0.0543975758439938
SNL,SDU,0.01,0.005,86,48716,0.05129948275498233
SNL,SDU,0.005,0.005,86,48716,0.04472335069359923
SNL,UL_PUR,1.0,0.0,10,2195,0.039291841799054525
SNL,UL_PUR,0.5,0.0,10,2195,0.03951494739019258
SNL,UL_PUR,0.2,0.0,10,2195,0.04003598467151551
SNL,UL_PUR,0.1,0.0,10,2195,0.040585273180705435
SNL,UL_PUR,0.05,0.0,10,2195,0.04132478000251828
SNL,UL_PUR,0.03,0.0,10,2195,0.0420411565105707
SNL,UL_PUR,0.02,0.0,10,2195,0.04270538845300933
SNL,UL_PUR,0.015,0.0,10,2195,0.04320029809730875
SNL,UL_PUR,0.01,0.0,10,2195,0.04388000258440458
SNL,UL_PUR,0.005,0.0,10,2195,0.044860250872004084
SNL,UL_PUR,1.0,0.00025,10,2195,0.04079511868504101
SNL,UL_PUR,0.5,0.00025,10,2195,0.04115099071504461
SNL,UL_PUR,0.2,0.00025,10,2195,0.04170692653429649
SNL,UL_PUR,0.1,0.00025,10,2195,0.04228468997055666
SNL,UL_PUR,0.05,0.00025,10,2195,0.04315996869763416
SNL,UL_PUR,0.03,0.00025,10,2195,0.044088372586774935
SNL,UL_PUR,0.02,0.00025,10,2195,0.044963420155651586
SNL,UL_PUR,0.015,0.00025,10,2195,0.045660280048964726
SNL,UL_PUR,0.01,0.00025,10,2195,0.04661085566787378
SNL,UL_PUR,0.005,0.00025,10,2195,0.048048828798090415
SNL,UL_PUR,1.0,0.0005,10,2195,0.04173750059819313
SNL,UL_PUR,0.5,0.0005,10,2195,0.04207768816250031
SNL,UL_PUR,0.2,0.0005,10,2195,0.04256052279539262
SNL,UL_PUR,0.1,0.0005,10,2195,0.04310678199336147
SNL,UL_PUR,0.05,0.0005,10,2195,0.04398481677901508
SNL,UL_PUR,0.03,0.0005,10,2195,0.04492156135632799
SNL,UL_PUR,0.02,0.0005,10,2195,0.045821827956979484
SNL,UL_PUR,0.015,0.0005,10,2195,0.046510996977582444
SNL,UL_PUR,0.01,0.0005,10,2195,0.04748932799710853
SNL,UL_PUR,0.005,0.0005,10,2195,0.04900371455489167
SNL,UL_PUR,1.0,0.001,10,2195,0.04239937459685646
SNL,UL_PUR,0.5,0.001,10,2195,0.042678558577754724
SNL,UL_PUR,0.2,0.001,10,2195,0.04312504973519342
SNL,UL_PUR,0.1,0.001,10,2195,0.04366956708868012
SNL,UL_PUR,0.05,0.001,10,2195,0.04452257026980536
SNL,UL_PUR,0.03,0.001,10,2195,0.04543867363510954
SNL,UL_PUR,0.02,0.001,10,2195,0.04633210173015367
SNL,UL_PUR,0.015,0.001,10,2195,0.04704172896895255
SNL,UL_PUR,0.01,0.001,10,2195,0.048068235118015834
SNL,UL_PUR,0.005,0.001,10,2195,0.04967677690162312
SNL,UL_PUR,1.0,0.002,10,2195,0.04281939336028821
SNL,UL_PUR,0.5,0.002,10,2195,0.04307198746972131
SNL,UL_PUR,0.2,0.002,10,2195,0.043498539790329895
SNL,UL_PUR,0.1,0.002,10,2195,0.044040030123196114
SNL,UL_PUR,0.05,0.002,10,2195,0.04486755305791769
SNL,UL_PUR,0.03,0.002,10,2195,0.04577795630307392
SNL,UL_PUR,0.02,0.002,10,2195,0.046687990879601134
SNL,UL_PUR,0.015,0.002,10,2195,0.04741803914491835
SNL,UL_PUR,0.01,0.002,10,2195,0.04849288883561393
SNL,UL_PUR,0.005,0.002,10,2195,0.05019322051582813
SNL,UL_PUR,1.0,0.005,10,2195,0.04298583559330271
SNL,UL_PUR,0.5,0.005,10,2195,0.04320265258839998
SNL,UL_PUR,0.2,0.005,10,2195,0.04360792844891469
SNL,UL_PUR,0.1,0.005,10,2195,0.04411153376229011
SNL,UL_PUR,0.05,0.005,10,2195,0.04491479720318272
SNL,UL_PUR,0.03,0.005,10,2195,0.0458179557736466
SNL,UL_PUR,0.02,0.005,10,2195,0.04671039527706385
SNL,UL_PUR,0.015,0.005,10,2195,0.0474414734581437
SNL,UL_PUR,0.01,0.005,10,2195,0.04853440797332847
SNL,UL_PUR,0.005,0.005,10,2195,0.05029137746992538
SNL,XJTU,1.0,0.0,23,6823,0.16669712420076999
SNL,XJTU,0.5,0.0,23,6823,0.1654174698434612
SNL,XJTU,0.2,0.0,23,6823,0.16294160028588617
SNL,XJTU,0.1,0.0,23,6823,0.1598341123646731
SNL,XJTU,0.05,0.0,23,6823,0.15451003296591395
SNL,XJTU,0.03,0.0,23,6823,0.14831048023690202
SNL,XJTU,0.02,0.0,23,6823,0.14172525466301503
SNL,XJTU,0.015,0.0,23,6823,0.1362163941235698
SNL,XJTU,0.01,0.0,23,6823,0.127695918455458
SNL,XJTU,0.005,0.0,23,6823,0.11407277626147852
SNL,XJTU,1.0,0.00025,23,6823,0.1652016247529447
SNL,XJTU,0.5,0.00025,23,6823,0.1639961337809521
SNL,XJTU,0.2,0.00025,23,6823,0.16164699151146436
SNL,XJTU,0.1,0.00025,23,6823,0.15857471295340558
SNL,XJTU,0.05,0.00025,23,6823,0.15315854328346767
SNL,XJTU,0.03,0.00025,23,6823,0.1468633221567406
SNL,XJTU,0.02,0.00025,23,6823,0.14013861886943527
SNL,XJTU,0.015,0.00025,23,6823,0.1344536585377839
SNL,XJTU,0.01,0.00025,23,6823,0.12554024073340175
SNL,XJTU,0.005,0.00025,23,6823,0.11117135109047308
SNL,XJTU,1.0,0.0005,23,6823,0.16420597973420933
SNL,XJTU,0.5,0.0005,23,6823,0.16304561306793006
SNL,XJTU,0.2,0.0005,23,6823,0.1608060015085398
SNL,XJTU,0.1,0.0005,23,6823,0.15774683080489876
SNL,XJTU,0.05,0.0005,23,6823,0.15231042002247835
SNL,XJTU,0.03,0.0005,23,6823,0.14599413285788013
SNL,XJTU,0.02,0.0005,23,6823,0.13920865380276948
SNL,XJTU,0.015,0.0005,23,6823,0.13342027465547965
SNL,XJTU,0.01,0.0005,23,6823,0.12427430047100904
SNL,XJTU,0.005,0.0005,23,6823,0.10947237689709055
SNL,XJTU,1.0,0.001,23,6823,0.16300332379205787
SNL,XJTU,0.5,0.001,23,6823,0.161933976370117
SNL,XJTU,0.2,0.001,23,6823,0.15980885912156365
SNL,XJTU,0.1,0.001,23,6823,0.156810644399417
SNL,XJTU,0.05,0.001,23,6823,0.15139317035640798
SNL,XJTU,0.03,0.001,23,6823,0.14498913240962363
SNL,XJTU,0.02,0.001,23,6823,0.13807926662979916
SNL,XJTU,0.015,0.001,23,6823,0.13213679927512476
SNL,XJTU,0.01,0.001,23,6823,0.12272184899975071
SNL,XJTU,0.005,0.001,23,6823,0.10742982877609829
SNL,XJTU,1.0,0.002,23,6823,0.16186775811110732
SNL,XJTU,0.5,0.002,23,6823,0.16088578550026575
SNL,XJTU,0.2,0.002,23,6823,0.15881917588237676
SNL,XJTU,0.1,0.002,23,6823,0.15586345651104286
SNL,XJTU,0.05,0.002,23,6823,0.15048290019406685
SNL,XJTU,0.03,0.002,23,6823,0.14405073464750962
SNL,XJTU,0.02,0.002,23,6823,0.13704423569750332
SNL,XJTU,0.015,0.002,23,6823,0.13100215464449344
SNL,XJTU,0.01,0.002,23,6823,0.1214129486942391
SNL,XJTU,0.005,0.002,23,6823,0.10577408809631164
SNL,XJTU,1.0,0.005,23,6823,0.16111538842647566
SNL,XJTU,0.5,0.005,23,6823,0.1601911423954607
SNL,XJTU,0.2,0.005,23,6823,0.1581907059884732
SNL,XJTU,0.1,0.005,23,6823,0.15526372919951542
SNL,XJTU,0.05,0.005,23,6823,0.14990185128387884
SNL,XJTU,0.03,0.005,23,6823,0.14346444981197193
SNL,XJTU,0.02,0.005,23,6823,0.1364226656900501
SNL,XJTU,0.015,0.005,23,6823,0.13034256194338348
SNL,XJTU,0.01,0.005,23,6823,0.12063444670990546
SNL,XJTU,0.005,0.005,23,6823,0.10475662198683881
UL_PUR,CALB,1.0,0.0,27,2629,0.05746560191179654
UL_PUR,CALB,0.5,0.0,27,2629,0.05690912415502232
UL_PUR,CALB,0.2,0.0,27,2629,0.05564444849447595
UL_PUR,CALB,0.1,0.0,27,2629,0.05393725380321192
UL_PUR,CALB,0.05,0.0,27,2629,0.051335303880084435
UL_PUR,CALB,0.03,0.0,27,2629,0.048980881223154075
UL_PUR,CALB,0.02,0.0,27,2629,0.04710081564385197
UL_PUR,CALB,0.015,0.0,27,2629,0.0458779468173268
UL_PUR,CALB,0.01,0.0,27,2629,0.04443890630707029
UL_PUR,CALB,0.005,0.0,27,2629,0.04287153796442188
UL_PUR,CALB,1.0,0.00025,27,2629,0.0567982573135511
UL_PUR,CALB,0.5,0.00025,27,2629,0.05624418091695074
UL_PUR,CALB,0.2,0.00025,27,2629,0.05495349594263472
UL_PUR,CALB,0.1,0.00025,27,2629,0.05316508798946833
UL_PUR,CALB,0.05,0.00025,27,2629,0.050371131556742804
UL_PUR,CALB,0.03,0.00025,27,2629,0.047825815970993946
UL_PUR,CALB,0.02,0.00025,27,2629,0.045791106611781034
UL_PUR,CALB,0.015,0.00025,27,2629,0.04445949614289905
UL_PUR,CALB,0.01,0.00025,27,2629,0.04288907595999944
UL_PUR,CALB,0.005,0.00025,27,2629,0.0411208622142705
UL_PUR,CALB,1.0,0.0005,27,2629,0.05648566522402939
UL_PUR,CALB,0.5,0.0005,27,2629,0.05593906894018859
UL_PUR,CALB,0.2,0.0005,27,2629,0.054639861609969975
UL_PUR,CALB,0.1,0.0005,27,2629,0.05282216517280306
UL_PUR,CALB,0.05,0.0005,27,2629,0.04995793066087944
UL_PUR,CALB,0.03,0.0005,27,2629,0.04734378298244542
UL_PUR,CALB,0.02,0.0005,27,2629,0.04523905838277566
UL_PUR,CALB,0.015,0.0005,27,2629,0.043866821939810834
UL_PUR,CALB,0.01,0.0005,27,2629,0.04224261774241908
UL_PUR,CALB,0.005,0.0005,27,2629,0.04038828509329234
UL_PUR,CALB,1.0,0.001,27,2629,0.056226903661085265
UL_PUR,CALB,0.5,0.001,27,2629,0.05568647660482818
UL_PUR,CALB,0.2,0.001,27,2629,0.054384222082223224
UL_PUR,CALB,0.1,0.001,27,2629,0.052563097699741046
UL_PUR,CALB,0.05,0.001,27,2629,0.049672532526891064
UL_PUR,CALB,0.03,0.001,27,2629,0.04700448437967734
UL_PUR,CALB,0.02,0.001,27,2629,0.044844966833477995
UL_PUR,CALB,0.015,0.001,27,2629,0.043428326033099346
UL_PUR,CALB,0.01,0.001,27,2629,0.041757613027586266
UL_PUR,CALB,0.005,0.001,27,2629,0.03982168895685912
UL_PUR,CALB,1.0,0.002,27,2629,0.05609188243859968
UL_PUR,CALB,0.5,0.002,27,2629,0.055554273528624604
UL_PUR,CALB,0.2,0.002,27,2629,0.05425158922068602
UL_PUR,CALB,0.1,0.002,27,2629,0.052434210525992314
UL_PUR,CALB,0.05,0.002,27,2629,0.04952807451594707
UL_PUR,CALB,0.03,0.002,27,2629,0.04684291344442547
UL_PUR,CALB,0.02,0.002,27,2629,0.04467581970724372
UL_PUR,CALB,0.015,0.002,27,2629,0.04324723641933699
UL_PUR,CALB,0.01,0.002,27,2629,0.041569555791433475
UL_PUR,CALB,0.005,0.002,27,2629,0.03961292255336586
UL_PUR,CALB,1.0,0.005,27,2629,0.055983842456562
UL_PUR,CALB,0.5,0.005,27,2629,0.05543947087513078
UL_PUR,CALB,0.2,0.005,27,2629,0.054138175844154396
UL_PUR,CALB,0.1,0.005,27,2629,0.052294650737038394
UL_PUR,CALB,0.05,0.005,27,2629,0.04935291512607216
UL_PUR,CALB,0.03,0.005,27,2629,0.04664500048406327
UL_PUR,CALB,0.02,0.005,27,2629,0.04444432049773313
UL_PUR,CALB,0.015,0.005,27,2629,0.04300682530904744
UL_PUR,CALB,0.01,0.005,27,2629,0.041307616247440795
UL_PUR,CALB,0.005,0.005,27,2629,0.03928680490116744
UL_PUR,CALCE,1.0,0.0,13,14233,0.44781148856058095
UL_PUR,CALCE,0.5,0.0,13,14233,0.29435613890092915
UL_PUR,CALCE,0.2,0.0,13,14233,0.1397997871922249
UL_PUR,CALCE,0.1,0.0,13,14233,0.07993766805264703
UL_PUR,CALCE,0.05,0.0,13,14233,0.05889421665921145
UL_PUR,CALCE,0.03,0.0,13,14233,0.05289458930188196
UL_PUR,CALCE,0.02,0.0,13,14233,0.050403422812692625
UL_PUR,CALCE,0.015,0.0,13,14233,0.04939222622572976
UL_PUR,CALCE,0.01,0.0,13,14233,0.048672868942148236
UL_PUR,CALCE,0.005,0.0,13,14233,0.054024433574156774
UL_PUR,CALCE,1.0,0.00025,13,14233,0.3840943007861447
UL_PUR,CALCE,0.5,0.00025,13,14233,0.23986559401258584
UL_PUR,CALCE,0.2,0.00025,13,14233,0.10255373530089466
UL_PUR,CALCE,0.1,0.00025,13,14233,0.06250526596679926
UL_PUR,CALCE,0.05,0.00025,13,14233,0.0516691326138717
UL_PUR,CALCE,0.03,0.00025,13,14233,0.04939503898089956
UL_PUR,CALCE,0.02,0.00025,13,14233,0.04857288931401185
UL_PUR,CALCE,0.015,0.00025,13,14233,0.048225662840388796
UL_PUR,CALCE,0.01,0.00025,13,14233,0.04818849646691181
UL_PUR,CALCE,0.005,0.00025,13,14233,0.05459842232878198
UL_PUR,CALCE,1.0,0.0005,13,14233,0.34045489182852484
UL_PUR,CALCE,0.5,0.0005,13,14233,0.2023211253533565
UL_PUR,CALCE,0.2,0.0005,13,14233,0.08253594200470481
UL_PUR,CALCE,0.1,0.0005,13,14233,0.056662360151936965
UL_PUR,CALCE,0.05,0.0005,13,14233,0.049816664513470346
UL_PUR,CALCE,0.03,0.0005,13,14233,0.04856793824307078
UL_PUR,CALCE,0.02,0.0005,13,14233,0.048191524507961644
UL_PUR,CALCE,0.015,0.0005,13,14233,0.04808347038339951
UL_PUR,CALCE,0.01,0.0005,13,14233,0.048248153867527205
UL_PUR,CALCE,0.005,0.0005,13,14233,0.05514002601004942
UL_PUR,CALCE,1.0,0.001,13,14233,0.28305874734264974
UL_PUR,CALCE,0.5,0.001,13,14233,0.1524161999973087
UL_PUR,CALCE,0.2,0.001,13,14233,0.06745172898652771
UL_PUR,CALCE,0.1,0.001,13,14233,0.05234055220868982
UL_PUR,CALCE,0.05,0.001,13,14233,0.04854272765565222
UL_PUR,CALCE,0.03,0.001,13,14233,0.04805264929535653
UL_PUR,CALCE,0.02,0.001,13,14233,0.04807792872842242
UL_PUR,CALCE,0.015,0.001,13,14233,0.0481553056677918
UL_PUR,CALCE,0.01,0.001,13,14233,0.04844193875351991
UL_PUR,CALCE,0.005,0.001,13,14233,0.05569791032311915
UL_PUR,CALCE,1.0,0.002,13,14233,0.21838524227296144
UL_PUR,CALCE,0.5,0.002,13,14233,0.10675523148552214
UL_PUR,CALCE,0.2,0.002,13,14233,0.05803155413483511
UL_PUR,CALCE,0.1,0.002,13,14233,0.049704352286824356
UL_PUR,CALCE,0.05,0.002,13,14233,0.04781184319347713
UL_PUR,CALCE,0.03,0.002,13,14233,0.04785757907718146
UL_PUR,CALCE,0.02,0.002,13,14233,0.04812585015452076
UL_PUR,CALCE,0.015,0.002,13,14233,0.04832438504255936
UL_PUR,CALCE,0.01,0.002,13,14233,0.04870754275589621
UL_PUR,CALCE,0.005,0.002,13,14233,0.05628796392650229
UL_PUR,CALCE,1.0,0.005,13,14233,0.13510725819410643
UL_PUR,CALCE,0.5,0.005,13,14233,0.07327311936573769
UL_PUR,CALCE,0.2,0.005,13,14233,0.051444227973922216
UL_PUR,CALCE,0.1,0.005,13,14233,0.04800285076693988
UL_PUR,CALCE,0.05,0.005,13,14233,0.04743523760959426
UL_PUR,CALCE,0.03,0.005,13,14233,0.04779192241481567
UL_PUR,CALCE,0.02,0.005,13,14233,0.04821197373334038
UL_PUR,CALCE,0.015,0.005,13,14233,0.04849090824782079
UL_PUR,CALCE,0.01,0.005,13,14233,0.04891216833878749
UL_PUR,CALCE,0.005,0.005,13,14233,0.05679131050711838
UL_PUR,HNEI,1.0,0.0,14,15085,0.32822821582097367
UL_PUR,HNEI,0.5,0.0,14,15085,0.23820959154382448
UL_PUR,HNEI,0.2,0.0,14,15085,0.1212300028792318
UL_PUR,HNEI,0.1,0.0,14,15085,0.06946099219582814
UL_PUR,HNEI,0.05,0.0,14,15085,0.04564754301066508
UL_PUR,HNEI,0.03,0.0,14,15085,0.03900964045415239
UL_PUR,HNEI,0.02,0.0,14,15085,0.036040690017625394
UL_PUR,HNEI,0.015,0.0,14,15085,0.03511016242933587
UL_PUR,HNEI,0.01,0.0,14,15085,0.03735536950641586
UL_PUR,HNEI,0.005,0.0,14,15085,0.06600607615966458
UL_PUR,HNEI,1.0,0.00025,14,15085,0.2835480487220858
UL_PUR,HNEI,0.5,0.00025,14,15085,0.1947404004099604
UL_PUR,HNEI,0.2,0.00025,14,15085,0.09009171897281064
UL_PUR,HNEI,0.1,0.00025,14,15085,0.052758669676039587
UL_PUR,HNEI,0.05,0.00025,14,15085,0.039248803654588986
UL_PUR,HNEI,0.03,0.00025,14,15085,0.034908868792556266
UL_PUR,HNEI,0.02,0.00025,14,15085,0.03256298471084625
UL_PUR,HNEI,0.015,0.00025,14,15085,0.03195073022505415
UL_PUR,HNEI,0.01,0.00025,14,15085,0.03443224076240802
UL_PUR,HNEI,0.005,0.00025,14,15085,0.06372707217044704
UL_PUR,HNEI,1.0,0.0005,14,15085,0.24445104285158673
UL_PUR,HNEI,0.5,0.0005,14,15085,0.163756487087989
UL_PUR,HNEI,0.2,0.0005,14,15085,0.0725996339559344
UL_PUR,HNEI,0.1,0.0005,14,15085,0.045628427355613364
UL_PUR,HNEI,0.05,0.0005,14,15085,0.036307087410468335
UL_PUR,HNEI,0.03,0.0005,14,15085,0.032819683762609075
UL_PUR,HNEI,0.02,0.0005,14,15085,0.03082383924795284
UL_PUR,HNEI,0.015,0.0005,14,15085,0.03020339948508995
UL_PUR,HNEI,0.01,0.0005,14,15085,0.03268224829033725
