threshold,method,mean_restricted_signed_delay_records,mean_restricted_absolute_delay_records,p95_restricted_late_delay_records,mean_observed_absolute_cycle_delay,late_warning_cell_rate,premature_review_cell_rate_among_crossers,on_time_review_cell_rate,premature_review_cell_rate_without_observed_truth_crossing,cell_macro_late_warning_record_rate,cell_macro_premature_review_record_rate
0.7,fixed_shift,6.104697119404119,6.604697119404119,12.537500000000001,1551.0,0.9166666666666666,0.08333333333333333,0.0,0.06470588235294118,0.9166666666666666,0.05416666666666667
0.7,pchp_method,6.104697119404119,6.604697119404119,12.537500000000001,1551.0,0.9166666666666666,0.08333333333333333,0.0,0.08235294117647059,0.9166666666666666,0.05906084656084656
0.7,protected_state,6.104697119404119,6.604697119404119,12.537500000000001,1551.0,0.9166666666666666,0.08333333333333333,0.0,0.08235294117647059,0.9166666666666666,0.060185185185185175
0.8,fixed_shift,8.917280423280422,9.317280423280424,16.49,1206.3333333333333,0.9142857142857143,0.08571428571428572,0.0,0.1696969696969697,0.9142857142857143,0.12916666666666668
0.8,pchp_method,8.917280423280422,9.317280423280424,16.49,1206.3333333333333,0.9142857142857143,0.08571428571428572,0.0,0.1696969696969697,0.9142857142857143,0.12916666666666668
0.8,protected_state,8.917280423280422,9.317280423280424,16.49,1206.3333333333333,0.9142857142857143,0.08571428571428572,0.0,0.1696969696969697,0.9142857142857143,0.12916666666666668
0.9,fixed_shift,6.420013942417291,13.017932046857133,18.93333333333333,1148.771894927536,0.7187830687830687,0.2490740740740741,0.03214285714285715,0.3333333333333333,0.7152248677248677,0.24384814634936056
0.9,pchp_method,6.416442513845862,13.014360618285705,18.93333333333333,1153.8065273564769,0.7187830687830687,0.2490740740740741,0.03214285714285715,0.3333333333333333,0.714510582010582,0.24384814634936056
0.9,protected_state,6.347043606742036,12.9640093302295,18.93333333333333,991.8727090042942,0.7068783068783069,0.255026455026455,0.03809523809523809,0.3354885057471264,0.7037002651698202,0.2508661162376558
