domain,cell_id,method,mae,records
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell1a,protected_state,0.12900415079596786,27
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell1b,protected_state,0.1889676543526018,29
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell1c,protected_state,0.13770463247049283,28
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell2a,protected_state,0.1749303735561502,28
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell2b,protected_state,0.1904679227853638,29
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell2c,protected_state,0.16209514733671054,28
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell3a,protected_state,0.20141284641970117,35
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell3b,protected_state,0.19300100427414976,36
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell4a,protected_state,0.18788316404692193,39
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell4b,protected_state,0.2615937257468167,41
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell4c,protected_state,0.2176653277699041,40
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell5a,protected_state,0.22283533760564858,38
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell5b,protected_state,0.19318573920131185,37
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell5c,protected_state,0.1933677934026893,37
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell6a,protected_state,0.29147060794152607,59
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell6b,protected_state,0.22354830907503576,62
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell6c,protected_state,0.24188185687483335,62
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell7a,protected_state,0.3642683715764086,28
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell7b,protected_state,0.272536370882255,30
AMPERE_A123_LFP,AMPERE_A123_LFP/Cell7c,protected_state,0.2965081740183824,30
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_A,protected_state,0.07745380366219838,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_B,protected_state,0.11832344975904507,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_D,protected_state,0.07469894021579879,8
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_E,protected_state,0.07268779579431271,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_F,protected_state,0.11061188916173888,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_J,protected_state,0.06338008557519534,5
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_K,protected_state,0.07377311010855767,5
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_L,protected_state,0.07666512665365517,5
IMPERIAL_M50T,IMPERIAL_M50T/Expt 1 - Si-based Degradation/cell_M,protected_state,0.08047072362385263,5
IMPERIAL_M50T,"IMPERIAL_M50T/Expt 2,2 - C-based Degradation 2/cell_A",protected_state,0.2873455448890369,8
IMPERIAL_M50T,"IMPERIAL_M50T/Expt 2,2 - C-based Degradation 2/cell_B",protected_state,0.30699582878882026,8
IMPERIAL_M50T,"IMPERIAL_M50T/Expt 2,2 - C-based Degradation 2/cell_C",protected_state,0.2513068557957032,8
IMPERIAL_M50T,"IMPERIAL_M50T/Expt 2,2 - C-based Degradation 2/cell_D",protected_state,0.2482985462909637,8
IMPERIAL_M50T,"IMPERIAL_M50T/Expt 2,2 - C-based Degradation 2/cell_E",protected_state,0.22143484735954339,8
IMPERIAL_M50T,"IMPERIAL_M50T/Expt 2,2 - C-based Degradation 2/cell_F",protected_state,0.2197276080479499,8
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_A,protected_state,0.4607221876286327,5
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_B,protected_state,0.4707786458523751,5
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_C,protected_state,0.47638896973151973,5
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_D,protected_state,0.3388973312288764,6
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_E,protected_state,0.3004399799266351,6
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_F,protected_state,0.3309551237386034,6
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_G,protected_state,0.22419465746442743,6
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_H,protected_state,0.21807365440078216,7
IMPERIAL_M50T,IMPERIAL_M50T/Expt 3 - Cathode Degradation and Li-Plating/cell_I,protected_state,0.21116360191638125,7
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_A,protected_state,0.3218954629880155,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_B,protected_state,0.2113595011965043,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_C,protected_state,0.19032970672911456,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_D,protected_state,0.24811440179841757,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_E,protected_state,0.24791310886750653,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_F,protected_state,0.23876409389736974,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_G,protected_state,0.22884603396127814,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 4 - Drive Cycle Aging (Control)/cell_H,protected_state,0.23067101998374664,4
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_A,protected_state,0.20350175970380244,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_B,protected_state,0.23550661807669934,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_C,protected_state,0.20859709595508738,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_D,protected_state,0.20875155998391448,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_E,protected_state,0.20550983211704738,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_F,protected_state,0.15454372680431674,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_G,protected_state,0.14957728412909296,9
IMPERIAL_M50T,IMPERIAL_M50T/Expt 5 - Standard Cycle Aging (Control)/cell_H,protected_state,0.14788672148239165,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G10C1,protected_state,0.1029266644810819,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G10C2,protected_state,0.08292213531825926,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G10C3,protected_state,0.13565582394149275,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G10C4,protected_state,0.11857535793595378,26
ISU_ILCC_NMC,ISU_ILCC_NMC/G12C1,protected_state,0.1343988661406296,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G12C2,protected_state,0.1461853954457981,5
ISU_ILCC_NMC,ISU_ILCC_NMC/G12C3,protected_state,0.09155054868588201,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G12C4,protected_state,0.14899796702981186,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G13C1,protected_state,0.07696625810797669,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G13C2,protected_state,0.1156598473984871,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G13C3,protected_state,0.08376217621958539,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G13C4,protected_state,0.11599873356219015,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G14C1,protected_state,0.05249918782873386,1
ISU_ILCC_NMC,ISU_ILCC_NMC/G16C1,protected_state,0.15567983448071707,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G16C2,protected_state,0.10537087409346041,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G16C3,protected_state,0.15010014798564691,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G16C4,protected_state,0.15068785779021024,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G17C1,protected_state,0.14008036413467678,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G17C2,protected_state,0.0826668408249983,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G17C3,protected_state,0.07972689572094592,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G17C4,protected_state,0.0799843850146951,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G18C1,protected_state,0.17150545070334267,68
ISU_ILCC_NMC,ISU_ILCC_NMC/G18C2,protected_state,0.13028706518086314,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G18C3,protected_state,0.1319317227604041,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G18C4,protected_state,0.15031557051566258,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G19C1,protected_state,0.08960806659348128,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G19C2,protected_state,0.08229535649481487,5
ISU_ILCC_NMC,ISU_ILCC_NMC/G19C3,protected_state,0.08213386828904186,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G19C4,protected_state,0.16027321868886357,1
ISU_ILCC_NMC,ISU_ILCC_NMC/G1C1,protected_state,0.11045580768282083,47
ISU_ILCC_NMC,ISU_ILCC_NMC/G1C2,protected_state,0.1275769568809244,57
ISU_ILCC_NMC,ISU_ILCC_NMC/G1C3,protected_state,0.11868469654594581,63
ISU_ILCC_NMC,ISU_ILCC_NMC/G1C4,protected_state,0.08247225565677464,26
ISU_ILCC_NMC,ISU_ILCC_NMC/G20C1,protected_state,0.17606321830769878,4
ISU_ILCC_NMC,ISU_ILCC_NMC/G20C2,protected_state,0.1337571246339809,5
ISU_ILCC_NMC,ISU_ILCC_NMC/G20C3,protected_state,0.18807483267744934,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G20C4,protected_state,0.14890314192159657,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G21C1,protected_state,0.1584847481957852,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G21C2,protected_state,0.15913573157686878,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G21C3,protected_state,0.1519535464280015,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G21C4,protected_state,0.16629024219741484,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G22C1,protected_state,0.151982358672115,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G22C2,protected_state,0.28146103941352224,4
ISU_ILCC_NMC,ISU_ILCC_NMC/G22C3,protected_state,0.15753117169909775,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G22C4,protected_state,0.16723129767138611,6
ISU_ILCC_NMC,ISU_ILCC_NMC/G23C1,protected_state,0.17758529030626624,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G23C2,protected_state,0.14055874793964987,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G23C3,protected_state,0.16917620150918614,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G23C4,protected_state,0.14120236856175317,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G24C1,protected_state,0.12197024390232704,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G24C2,protected_state,0.13689862580329548,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G24C3,protected_state,0.16076977823334868,6
ISU_ILCC_NMC,ISU_ILCC_NMC/G24C4,protected_state,0.15812065450553645,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G25C1,protected_state,0.13030438677827508,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G25C2,protected_state,0.10693186637614312,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G25C3,protected_state,0.23332490206031192,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G25C4,protected_state,0.19646543823630233,41
ISU_ILCC_NMC,ISU_ILCC_NMC/G26C1,protected_state,0.05612750750689701,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G26C2,protected_state,0.10408099126828858,41
ISU_ILCC_NMC,ISU_ILCC_NMC/G26C3,protected_state,0.08280681670559688,59
ISU_ILCC_NMC,ISU_ILCC_NMC/G26C4,protected_state,0.080147912728793,33
ISU_ILCC_NMC,ISU_ILCC_NMC/G27C1,protected_state,0.1859543456202482,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G27C2,protected_state,0.24019576358565078,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G27C3,protected_state,0.15645174001992368,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G27C4,protected_state,0.21010818311248391,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G28C1,protected_state,0.13425233982773355,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G28C2,protected_state,0.16630811043768232,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G28C3,protected_state,0.12065169302870879,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G28C4,protected_state,0.21520501992823649,5
ISU_ILCC_NMC,ISU_ILCC_NMC/G29C1,protected_state,0.15854511991580353,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G29C2,protected_state,0.15618293633724642,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G29C3,protected_state,0.15155579398503555,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G29C4,protected_state,0.13835934019155877,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G2C1,protected_state,0.12477076599860529,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G2C2,protected_state,0.12139777768853209,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G2C3,protected_state,0.09283797710141432,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G2C4,protected_state,0.11326316517918458,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G30C1,protected_state,0.23432822957157706,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G30C2,protected_state,0.15259068736299092,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G30C3,protected_state,0.15542354010663664,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G30C4,protected_state,0.19146077863532923,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G31C1,protected_state,0.15671388790133325,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G31C2,protected_state,0.21678566364536112,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G31C3,protected_state,0.18834700676590882,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G31C4,protected_state,0.23736779274147812,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G32C1,protected_state,0.15488607677879082,20
ISU_ILCC_NMC,ISU_ILCC_NMC/G32C2,protected_state,0.14466711608302688,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G32C3,protected_state,0.1643294972218703,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G32C4,protected_state,0.1247119254020286,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G33C1,protected_state,0.1670340225640147,19
ISU_ILCC_NMC,ISU_ILCC_NMC/G33C2,protected_state,0.16883729601125222,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G33C3,protected_state,0.10694896092298534,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G33C4,protected_state,0.14764044011089494,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G34C1,protected_state,0.1635582131946003,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G34C2,protected_state,0.122957022863181,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G34C3,protected_state,0.17244682987855073,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G34C4,protected_state,0.18567961852231207,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G35C1,protected_state,0.17791307240945922,17
ISU_ILCC_NMC,ISU_ILCC_NMC/G35C2,protected_state,0.1463865785364105,5
ISU_ILCC_NMC,ISU_ILCC_NMC/G35C3,protected_state,0.2039162909517589,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G35C4,protected_state,0.2049067237498228,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G36C1,protected_state,0.2214302202886622,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G36C2,protected_state,0.17898085875518577,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G36C3,protected_state,0.2036639776938413,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G36C4,protected_state,0.164093972801127,4
ISU_ILCC_NMC,ISU_ILCC_NMC/G37C1,protected_state,0.1387598235733334,17
ISU_ILCC_NMC,ISU_ILCC_NMC/G37C2,protected_state,0.12839137649425628,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G37C3,protected_state,0.14497966957772673,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G37C4,protected_state,0.13394510646908392,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G38C1,protected_state,0.23742196382852412,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G38C2,protected_state,0.23128537985612635,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G38C3,protected_state,0.18779779931907636,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G38C4,protected_state,0.2001569577505982,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G39C1,protected_state,0.18006231401443676,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G39C2,protected_state,0.17741631760560575,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G39C3,protected_state,0.21076461892278758,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G39C4,protected_state,0.2198012028573343,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G3C1,protected_state,0.09613302805897363,26
ISU_ILCC_NMC,ISU_ILCC_NMC/G3C2,protected_state,0.10691915656055574,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G3C3,protected_state,0.12347737352854868,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G3C4,protected_state,0.12129434697266481,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G40C1,protected_state,0.15270234753975606,33
ISU_ILCC_NMC,ISU_ILCC_NMC/G40C2,protected_state,0.15053000192608332,28
ISU_ILCC_NMC,ISU_ILCC_NMC/G40C3,protected_state,0.12679685626816706,26
ISU_ILCC_NMC,ISU_ILCC_NMC/G40C4,protected_state,0.19490401860475545,33
ISU_ILCC_NMC,ISU_ILCC_NMC/G41C1,protected_state,0.2405791309487352,30
ISU_ILCC_NMC,ISU_ILCC_NMC/G41C2,protected_state,0.2083638571895172,17
ISU_ILCC_NMC,ISU_ILCC_NMC/G41C3,protected_state,0.23916669015067982,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G41C4,protected_state,0.25215601300379176,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G42C1,protected_state,0.19150512939355968,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G42C2,protected_state,0.19637457496736585,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G42C3,protected_state,0.23148694787222648,19
ISU_ILCC_NMC,ISU_ILCC_NMC/G42C4,protected_state,0.11151963139762058,26
ISU_ILCC_NMC,ISU_ILCC_NMC/G43C1,protected_state,0.20267896936495985,28
ISU_ILCC_NMC,ISU_ILCC_NMC/G43C2,protected_state,0.1877940611800817,20
ISU_ILCC_NMC,ISU_ILCC_NMC/G43C3,protected_state,0.18776100287142578,28
ISU_ILCC_NMC,ISU_ILCC_NMC/G43C4,protected_state,0.20678632597664634,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G44C1,protected_state,0.14836637121834018,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G44C2,protected_state,0.16829375424341475,22
ISU_ILCC_NMC,ISU_ILCC_NMC/G44C3,protected_state,0.12011582756343653,24
ISU_ILCC_NMC,ISU_ILCC_NMC/G44C4,protected_state,0.13911962458768978,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G45C1,protected_state,0.25825716036869906,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G45C2,protected_state,0.31389133467973057,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G45C3,protected_state,0.28137718543931656,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G45C4,protected_state,0.24060504049356263,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G46C1,protected_state,0.25205993938065435,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G46C2,protected_state,0.21947298512891378,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G46C3,protected_state,0.2880063069502204,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G46C4,protected_state,0.2614183935277214,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G47C1,protected_state,0.2175130978726087,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G47C2,protected_state,0.18032818723125776,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G47C3,protected_state,0.1848921172211834,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G47C4,protected_state,0.22846202644052727,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G48C1,protected_state,0.15911882600948113,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G48C2,protected_state,0.2311448289550086,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G48C3,protected_state,0.1784029252395374,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G48C4,protected_state,0.23430156488570514,8
ISU_ILCC_NMC,ISU_ILCC_NMC/G49C1,protected_state,0.08937722721981677,32
ISU_ILCC_NMC,ISU_ILCC_NMC/G49C2,protected_state,0.10613455937777987,32
ISU_ILCC_NMC,ISU_ILCC_NMC/G49C3,protected_state,0.08970184994579908,32
ISU_ILCC_NMC,ISU_ILCC_NMC/G49C4,protected_state,0.11309271174357433,32
ISU_ILCC_NMC,ISU_ILCC_NMC/G4C1,protected_state,0.09884263174409574,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G4C2,protected_state,0.09270268991955205,22
ISU_ILCC_NMC,ISU_ILCC_NMC/G4C3,protected_state,0.0862511594656573,25
ISU_ILCC_NMC,ISU_ILCC_NMC/G4C4,protected_state,0.07075459040656114,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G50C1,protected_state,0.17505056496321328,26
ISU_ILCC_NMC,ISU_ILCC_NMC/G50C2,protected_state,0.2072551115299479,20
ISU_ILCC_NMC,ISU_ILCC_NMC/G50C3,protected_state,0.1069290279170159,30
ISU_ILCC_NMC,ISU_ILCC_NMC/G50C4,protected_state,0.17252730193648647,27
ISU_ILCC_NMC,ISU_ILCC_NMC/G51C1,protected_state,0.17660438935802178,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G51C2,protected_state,0.16714234575599482,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G51C3,protected_state,0.2068999304749019,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G51C4,protected_state,0.18824189088071583,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G52C1,protected_state,0.20065851669140902,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G52C2,protected_state,0.230318221022659,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G52C3,protected_state,0.20385642446137933,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G52C4,protected_state,0.16378994464651808,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G53C1,protected_state,0.44103925311836223,2
ISU_ILCC_NMC,ISU_ILCC_NMC/G53C2,protected_state,0.32126259801790114,3
ISU_ILCC_NMC,ISU_ILCC_NMC/G53C3,protected_state,0.41054275331715817,3
ISU_ILCC_NMC,ISU_ILCC_NMC/G53C4,protected_state,0.23437613056709325,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G54C1,protected_state,0.12644868530386338,25
ISU_ILCC_NMC,ISU_ILCC_NMC/G54C2,protected_state,0.12727395574513536,29
ISU_ILCC_NMC,ISU_ILCC_NMC/G54C3,protected_state,0.12695955817895607,27
ISU_ILCC_NMC,ISU_ILCC_NMC/G54C4,protected_state,0.12754023995426458,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G55C1,protected_state,0.2280027848580807,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G55C2,protected_state,0.20936400709424238,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G55C3,protected_state,0.21090332440275533,14
ISU_ILCC_NMC,ISU_ILCC_NMC/G55C4,protected_state,0.24456159060667249,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G56C1,protected_state,0.18311583258109088,27
ISU_ILCC_NMC,ISU_ILCC_NMC/G56C2,protected_state,0.19705935630609314,25
ISU_ILCC_NMC,ISU_ILCC_NMC/G56C3,protected_state,0.21403639534377294,18
ISU_ILCC_NMC,ISU_ILCC_NMC/G56C4,protected_state,0.19929256222163924,23
ISU_ILCC_NMC,ISU_ILCC_NMC/G57C1,protected_state,0.07840539115779269,31
ISU_ILCC_NMC,ISU_ILCC_NMC/G57C2,protected_state,0.05532765293870048,31
ISU_ILCC_NMC,ISU_ILCC_NMC/G57C3,protected_state,0.10149519949138197,31
ISU_ILCC_NMC,ISU_ILCC_NMC/G57C4,protected_state,0.08766052932755235,31
ISU_ILCC_NMC,ISU_ILCC_NMC/G58C1,protected_state,0.1519405984905787,31
ISU_ILCC_NMC,ISU_ILCC_NMC/G58C2,protected_state,0.23728069208415772,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G58C3,protected_state,0.22657313442959534,25
ISU_ILCC_NMC,ISU_ILCC_NMC/G58C4,protected_state,0.1834235717473549,25
ISU_ILCC_NMC,ISU_ILCC_NMC/G59C1,protected_state,0.13457223428021273,29
ISU_ILCC_NMC,ISU_ILCC_NMC/G59C2,protected_state,0.1463860183003556,27
ISU_ILCC_NMC,ISU_ILCC_NMC/G59C3,protected_state,0.14393161527806372,21
ISU_ILCC_NMC,ISU_ILCC_NMC/G59C4,protected_state,0.16717283565060403,25
ISU_ILCC_NMC,ISU_ILCC_NMC/G5C1,protected_state,0.17993509455929177,9
ISU_ILCC_NMC,ISU_ILCC_NMC/G5C2,protected_state,0.29752058753145694,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G5C3,protected_state,0.10108364097989618,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G5C4,protected_state,0.29544511653359395,5
ISU_ILCC_NMC,ISU_ILCC_NMC/G60C1,protected_state,0.22732778468337264,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G60C2,protected_state,0.1937823793271417,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G60C3,protected_state,0.27260215046752556,10
ISU_ILCC_NMC,ISU_ILCC_NMC/G60C4,protected_state,0.24645893537273378,12
ISU_ILCC_NMC,ISU_ILCC_NMC/G61C2,protected_state,0.1983625337187466,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G61C3,protected_state,0.18151952679610092,6
ISU_ILCC_NMC,ISU_ILCC_NMC/G61C4,protected_state,0.19047102052708187,15
ISU_ILCC_NMC,ISU_ILCC_NMC/G62C1,protected_state,0.17496903645554462,16
ISU_ILCC_NMC,ISU_ILCC_NMC/G62C2,protected_state,0.2014470572390233,11
ISU_ILCC_NMC,ISU_ILCC_NMC/G62C3,protected_state,0.20989595726249338,13
ISU_ILCC_NMC,ISU_ILCC_NMC/G62C4,protected_state,0.23681413279488117,7
ISU_ILCC_NMC,ISU_ILCC_NMC/G63C1,protected_state,0.1789590831220194,7
