domain,fixed_shift,pchp_method,protected_state,raw_candidate,pchp_minus_fixed_shift,pchp_minus_protected
AMPERE_A123_LFP,0.22667426063520404,0.20928315253661672,0.2172164255066436,0.18915722313968358,-0.01739110809858732,-0.007933272970026883
IMPERIAL_M50T,0.2095632532400769,0.21144556122150418,0.21866390588222276,0.13356520443514058,0.0018823079814272725,-0.007218344660718579
ISU_ILCC_NMC,0.17624134011047,0.1676920220070287,0.1671152672169728,0.16953061594031624,-0.008549318103441284,0.0005767547900558945
LUH_NMC_SIO,0.07776235537911352,0.07202617650205156,0.069899951881251,0.09269222930739214,-0.005736178877061959,0.0021262246208005597
MULTISTAGE_50E,0.041751927455606526,0.0320486084597061,0.04045191473347761,0.027503238053835897,-0.009703318995900427,-0.008403306273771512
STANFORD_CALENDAR,0.06757859315130141,0.06569319422538987,0.07029978489341852,0.04400754948379975,-0.0018853989259115383,-0.004606590668028654
