domain,cell_id,cell_mae,method
MICH_EXP,MICH_EXP/MICH_09H_pouch_NMC_45C_0-100_2-2C,0.146202962544859,pointwise_tube
MICH_EXP,MICH_EXP/MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C,0.04384861823596317,pointwise_tube
MICH_EXP,MICH_EXP/MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C,0.043158473899547134,pointwise_tube
MICH_EXP,MICH_EXP/MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C,0.11050605339280477,pointwise_tube
MICH_EXP,MICH_EXP/MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C,0.1213850275918377,pointwise_tube
MICH_EXP,MICH_EXP/MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C,0.11508227524634053,pointwise_tube
MICH_EXP,MICH_EXP/MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C,0.0642329099793846,pointwise_tube
MICH_EXP,MICH_EXP/MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C,0.11985849338847968,pointwise_tube
MICH_EXP,MICH_EXP/MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C,0.11513730333280192,pointwise_tube
MICH_EXP,MICH_EXP/MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C,0.0884102497893093,pointwise_tube
RWTH,RWTH/RWTH_002,0.17397969317326897,pointwise_tube
RWTH,RWTH/RWTH_003,0.1651724300106522,pointwise_tube
RWTH,RWTH/RWTH_004,0.16554186406183916,pointwise_tube
RWTH,RWTH/RWTH_005,0.16379481739702662,pointwise_tube
RWTH,RWTH/RWTH_006,0.15933375053675808,pointwise_tube
RWTH,RWTH/RWTH_007,0.16427750314056766,pointwise_tube
RWTH,RWTH/RWTH_008,0.16952410330866619,pointwise_tube
RWTH,RWTH/RWTH_009,0.15152530397358366,pointwise_tube
RWTH,RWTH/RWTH_010,0.16366159693060067,pointwise_tube
RWTH,RWTH/RWTH_011,0.16037126703560914,pointwise_tube
RWTH,RWTH/RWTH_012,0.1516831854346395,pointwise_tube
RWTH,RWTH/RWTH_013,0.16130781381817974,pointwise_tube
RWTH,RWTH/RWTH_014,0.16732913141824043,pointwise_tube
RWTH,RWTH/RWTH_015,0.15255445611211998,pointwise_tube
RWTH,RWTH/RWTH_016,0.15169255796640163,pointwise_tube
RWTH,RWTH/RWTH_017,0.1690369687305185,pointwise_tube
RWTH,RWTH/RWTH_018,0.15723872036474104,pointwise_tube
RWTH,RWTH/RWTH_019,0.16318264631385287,pointwise_tube
RWTH,RWTH/RWTH_020,0.16201789370687095,pointwise_tube
RWTH,RWTH/RWTH_021,0.16916082809850744,pointwise_tube
RWTH,RWTH/RWTH_022,0.15567665388853238,pointwise_tube
RWTH,RWTH/RWTH_023,0.13600577294271277,pointwise_tube
RWTH,RWTH/RWTH_024,0.14452848298658877,pointwise_tube
RWTH,RWTH/RWTH_025,0.16193233104087987,pointwise_tube
RWTH,RWTH/RWTH_026,0.13702425234563442,pointwise_tube
RWTH,RWTH/RWTH_027,0.14112587638366147,pointwise_tube
RWTH,RWTH/RWTH_028,0.15272349753944253,pointwise_tube
RWTH,RWTH/RWTH_029,0.13715514749842078,pointwise_tube
RWTH,RWTH/RWTH_030,0.07014380336748546,pointwise_tube
RWTH,RWTH/RWTH_031,0.1480787491908717,pointwise_tube
RWTH,RWTH/RWTH_032,0.16715410747734655,pointwise_tube
RWTH,RWTH/RWTH_033,0.18298946703661956,pointwise_tube
RWTH,RWTH/RWTH_034,0.11390788667609866,pointwise_tube
RWTH,RWTH/RWTH_035,0.1102292436018519,pointwise_tube
RWTH,RWTH/RWTH_036,0.1352660443383183,pointwise_tube
RWTH,RWTH/RWTH_037,0.1496113206631466,pointwise_tube
RWTH,RWTH/RWTH_038,0.10625712002456773,pointwise_tube
RWTH,RWTH/RWTH_039,0.11196854308644649,pointwise_tube
RWTH,RWTH/RWTH_040,0.11841332839607817,pointwise_tube
RWTH,RWTH/RWTH_041,0.1259398724823641,pointwise_tube
RWTH,RWTH/RWTH_042,0.11694499722014333,pointwise_tube
RWTH,RWTH/RWTH_043,0.1032669399337782,pointwise_tube
RWTH,RWTH/RWTH_044,0.11772568444732064,pointwise_tube
RWTH,RWTH/RWTH_045,0.11432607132037503,pointwise_tube
RWTH,RWTH/RWTH_046,0.1456165383563901,pointwise_tube
RWTH,RWTH/RWTH_047,0.14774322003298762,pointwise_tube
RWTH,RWTH/RWTH_048,0.14125588394946173,pointwise_tube
RWTH,RWTH/RWTH_049,0.13936139036905693,pointwise_tube
SDU,SDU/SDU_Battery_1,0.06799854639772601,pointwise_tube
SDU,SDU/SDU_Battery_10,0.03933606271246235,pointwise_tube
SDU,SDU/SDU_Battery_11,0.056694829318720656,pointwise_tube
SDU,SDU/SDU_Battery_12,0.04964199277543408,pointwise_tube
SDU,SDU/SDU_Battery_13,0.050427926269907566,pointwise_tube
SDU,SDU/SDU_Battery_14,0.04716170649548196,pointwise_tube
SDU,SDU/SDU_Battery_15,0.0601343381424176,pointwise_tube
SDU,SDU/SDU_Battery_16,0.05382127538466788,pointwise_tube
SDU,SDU/SDU_Battery_17,0.050503865847312784,pointwise_tube
SDU,SDU/SDU_Battery_18,0.05193252849321849,pointwise_tube
SDU,SDU/SDU_Battery_19,0.0456945896103003,pointwise_tube
SDU,SDU/SDU_Battery_2,0.07098426024446051,pointwise_tube
SDU,SDU/SDU_Battery_20,0.04664940445878471,pointwise_tube
SDU,SDU/SDU_Battery_21,0.035635522243390484,pointwise_tube
SDU,SDU/SDU_Battery_22,0.0524172078254954,pointwise_tube
SDU,SDU/SDU_Battery_23,0.07432286677735694,pointwise_tube
SDU,SDU/SDU_Battery_24,0.05910947628192204,pointwise_tube
SDU,SDU/SDU_Battery_25,0.057750066131875534,pointwise_tube
SDU,SDU/SDU_Battery_26,0.0971965303280924,pointwise_tube
SDU,SDU/SDU_Battery_27,0.07353350842793284,pointwise_tube
SDU,SDU/SDU_Battery_28,0.06413990261846708,pointwise_tube
SDU,SDU/SDU_Battery_29,0.06505546500718346,pointwise_tube
SDU,SDU/SDU_Battery_3,0.05042977338796319,pointwise_tube
SDU,SDU/SDU_Battery_30,0.05613120674606178,pointwise_tube
SDU,SDU/SDU_Battery_31,0.05136124804180366,pointwise_tube
SDU,SDU/SDU_Battery_32,0.06087096672829604,pointwise_tube
SDU,SDU/SDU_Battery_33,0.04715626894416523,pointwise_tube
SDU,SDU/SDU_Battery_34,0.057119760253069356,pointwise_tube
SDU,SDU/SDU_Battery_35,0.06010556029015358,pointwise_tube
SDU,SDU/SDU_Battery_36,0.05837016103432263,pointwise_tube
SDU,SDU/SDU_Battery_37,0.05679109721625968,pointwise_tube
SDU,SDU/SDU_Battery_38,0.053660340732654264,pointwise_tube
SDU,SDU/SDU_Battery_39,0.07447082099545362,pointwise_tube
SDU,SDU/SDU_Battery_4,0.06451636005406576,pointwise_tube
SDU,SDU/SDU_Battery_40,0.07316125720793809,pointwise_tube
SDU,SDU/SDU_Battery_41,0.06707278476857247,pointwise_tube
SDU,SDU/SDU_Battery_42,0.06794043908236029,pointwise_tube
SDU,SDU/SDU_Battery_43,0.07474131443828659,pointwise_tube
SDU,SDU/SDU_Battery_44,0.06889534584769919,pointwise_tube
SDU,SDU/SDU_Battery_45,0.0740769776803906,pointwise_tube
SDU,SDU/SDU_Battery_46,0.07082184275103304,pointwise_tube
SDU,SDU/SDU_Battery_47,0.07560206302745892,pointwise_tube
SDU,SDU/SDU_Battery_48,0.06946613745341045,pointwise_tube
SDU,SDU/SDU_Battery_49,0.07468370496978148,pointwise_tube
SDU,SDU/SDU_Battery_5,0.0590446900458268,pointwise_tube
SDU,SDU/SDU_Battery_50,0.07666309684980402,pointwise_tube
SDU,SDU/SDU_Battery_51,0.07394788930683108,pointwise_tube
SDU,SDU/SDU_Battery_52,0.07036550894636287,pointwise_tube
SDU,SDU/SDU_Battery_53,0.05271126249956952,pointwise_tube
SDU,SDU/SDU_Battery_54,0.044757608946253774,pointwise_tube
SDU,SDU/SDU_Battery_55,0.05152706235453108,pointwise_tube
SDU,SDU/SDU_Battery_56,0.0517495648919433,pointwise_tube
SDU,SDU/SDU_Battery_57,0.05083282115668822,pointwise_tube
SDU,SDU/SDU_Battery_58,0.06422741130082517,pointwise_tube
SDU,SDU/SDU_Battery_59,0.05471736801301353,pointwise_tube
SDU,SDU/SDU_Battery_6,0.07102456307022881,pointwise_tube
SDU,SDU/SDU_Battery_60,0.05314308456045462,pointwise_tube
SDU,SDU/SDU_Battery_61,0.06914496008083007,pointwise_tube
SDU,SDU/SDU_Battery_62,0.07235169721379231,pointwise_tube
SDU,SDU/SDU_Battery_63,0.03566949773821714,pointwise_tube
SDU,SDU/SDU_Battery_64,0.06233017003606086,pointwise_tube
SDU,SDU/SDU_Battery_65,0.030234048700407346,pointwise_tube
SDU,SDU/SDU_Battery_66,0.019863375746837813,pointwise_tube
SDU,SDU/SDU_Battery_67,0.047014663508464824,pointwise_tube
SDU,SDU/SDU_Battery_68,0.04505618145837835,pointwise_tube
SDU,SDU/SDU_Battery_69,0.07071329094877578,pointwise_tube
SDU,SDU/SDU_Battery_7,0.07426167280662269,pointwise_tube
SDU,SDU/SDU_Battery_70,0.06240059316796434,pointwise_tube
SDU,SDU/SDU_Battery_71,0.07643174962141679,pointwise_tube
SDU,SDU/SDU_Battery_72,0.07661078137753677,pointwise_tube
SDU,SDU/SDU_Battery_73,0.09825101919592823,pointwise_tube
SDU,SDU/SDU_Battery_74,0.10423371076649791,pointwise_tube
SDU,SDU/SDU_Battery_75,0.09442200337791998,pointwise_tube
SDU,SDU/SDU_Battery_76,0.08583148411125138,pointwise_tube
SDU,SDU/SDU_Battery_77,0.08342675048712493,pointwise_tube
SDU,SDU/SDU_Battery_78,0.08082649871785216,pointwise_tube
SDU,SDU/SDU_Battery_79,0.08742928014482178,pointwise_tube
SDU,SDU/SDU_Battery_8,0.045681046301843505,pointwise_tube
SDU,SDU/SDU_Battery_80,0.08393673421256054,pointwise_tube
SDU,SDU/SDU_Battery_81,0.09099817194894443,pointwise_tube
SDU,SDU/SDU_Battery_82,0.08687894156447772,pointwise_tube
SDU,SDU/SDU_Battery_83,0.08257374481574063,pointwise_tube
SDU,SDU/SDU_Battery_84,0.07922259991557337,pointwise_tube
SDU,SDU/SDU_Battery_85,0.09064865184672588,pointwise_tube
SDU,SDU/SDU_Battery_86,0.08084722097091578,pointwise_tube
SDU,SDU/SDU_Battery_9,0.032773560274528435,pointwise_tube
SNL,SNL/SNL_18650_LFP_15C_0-100_0.5-2C_b,0.05760378664626356,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-0.5C_a,0.04641385954711524,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_a,0.06298348333795013,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_b,0.06196400011669062,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_c,0.06590705035292467,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-1C_d,0.06622231848783833,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-2C_a,0.05493347914435038,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-2C_b,0.06419745276231838,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_a,0.044459333416997156,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_b,0.04140051739834275,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_c,0.04396951765112143,pointwise_tube
SNL,SNL/SNL_18650_LFP_25C_0-100_0.5-3C_d,0.040987583104333654,pointwise_tube
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_a,0.017899218050552942,pointwise_tube
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_b,0.01762236326962214,pointwise_tube
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_c,0.014670886440808054,pointwise_tube
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-1C_d,0.02274710281829405,pointwise_tube
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-2C_a,0.02226748447261503,pointwise_tube
SNL,SNL/SNL_18650_LFP_35C_0-100_0.5-2C_b,0.021562096999717062,pointwise_tube
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-1C_a,0.08476193883824096,pointwise_tube
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-1C_b,0.044382069384312266,pointwise_tube
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-2C_a,0.14280679184045145,pointwise_tube
SNL,SNL/SNL_18650_NCA_15C_0-100_0.5-2C_b,0.11887008629896205,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-0.5C_a,0.08954822109454062,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-0.5C_b,0.2501695430509894,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_a,0.05691025986175765,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_b,0.08490886299020609,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_c,0.08978251010566525,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-1C_d,0.07695107024753631,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-2C_a,0.1036149858545034,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_0-100_0.5-2C_b,0.07717588450521833,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_a,0.08694882836019406,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_b,0.05796321377578459,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_c,0.0793249144636304,pointwise_tube
SNL,SNL/SNL_18650_NCA_25C_20-80_0.5-0.5C_d,0.09393462231428959,pointwise_tube
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_a,0.06938641069080849,pointwise_tube
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_b,0.07317951806913359,pointwise_tube
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_c,0.04091007507801686,pointwise_tube
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-1C_d,0.07054477495384004,pointwise_tube
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-2C_a,0.12027329998353055,pointwise_tube
SNL,SNL/SNL_18650_NCA_35C_0-100_0.5-2C_b,0.11352492966475666,pointwise_tube
SNL,SNL/SNL_18650_NMC_15C_0-100_0.5-1C_a,0.16760150292576828,pointwise_tube
SNL,SNL/SNL_18650_NMC_15C_0-100_0.5-1C_b,0.12352248858541087,pointwise_tube
SNL,SNL/SNL_18650_NMC_15C_0-100_0.5-2C_a,0.1589914906131729,pointwise_tube
SNL,SNL/SNL_18650_NMC_15C_0-100_0.5-2C_b,0.14856197854170491,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-0.5C_b,0.07849806113958328,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-1C_a,0.046316639431824236,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-1C_b,0.042279553176506106,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-1C_c,0.07616360202832025,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-1C_d,0.05081812452501905,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-2C_a,0.07673733538050274,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-2C_b,0.06425861256897179,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-3C_a,0.049076037337659736,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-3C_b,0.02563179753904388,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-3C_c,0.030596948092319352,pointwise_tube
SNL,SNL/SNL_18650_NMC_25C_0-100_0.5-3C_d,0.027427338116802757,pointwise_tube
SNL,SNL/SNL_18650_NMC_35C_0-100_0.5-1C_a,0.01855705990398537,pointwise_tube
SNL,SNL/SNL_18650_NMC_35C_0-100_0.5-1C_b,0.019774936360327143,pointwise_tube
SNL,SNL/SNL_18650_NMC_35C_0-100_0.5-1C_c,0.014537508366628767,pointwise_tube
SNL,SNL/SNL_18650_NMC_35C_0-100_0.5-1C_d,0.01732931935596805,pointwise_tube
SNL,SNL/SNL_18650_NMC_35C_0-100_0.5-2C_a,0.0393978678798135,pointwise_tube
SNL,SNL/SNL_18650_NMC_35C_0-100_0.5-2C_b,0.01691804679489429,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N10-EX9_18650_NCA_23C_0-100_0.5-0.5C_i,0.060620914388823006,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N10-NA7_18650_NCA_23C_0-100_0.5-0.5C_g,0.0172213591674484,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N10-OV8_18650_NCA_23C_0-100_0.5-0.5C_h,0.06534891297060035,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N15-EX4_18650_NCA_23C_0-100_0.5-0.5C_d,0.04015759426500606,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N15-NA10_18650_NCA_23C_0-100_0.5-0.5C_j,0.016153240062953236,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N15-OV3_18650_NCA_23C_0-100_0.5-0.5C_c,0.026505027767700313,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N20-EX2_18650_NCA_23C_0-100_0.5-0.5C_b,0.020221023301414648,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N20-NA5_18650_NCA_23C_0-100_0.5-0.5C_e,0.04815139409328201,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N20-NA6_18650_NCA_23C_0-100_0.5-0.5C_f,0.053597044210353044,pointwise_tube
UL_PUR,UL_PUR/UL-PUR_N20-OV1_18650_NCA_23C_0-100_0.5-0.5C_a,0.022113150512026246,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-1,0.13051016717134464,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-2,0.13016421811228873,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-3,0.1256150485331902,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-4,0.13232818163064516,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-5,0.10844879390199923,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-6,0.11827497380087929,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-7,0.08796192529234587,pointwise_tube
XJTU,XJTU/XJTU_2C_battery-8,0.11909319612563099,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-1,0.12018504868743944,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-10,0.09788313793772843,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-11,0.08975700178829168,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-12,0.12111395793267976,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-13,0.12382026988045866,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-14,0.09711280532141012,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-15,0.10056785901229219,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-2,0.11944941065524545,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-3,0.1214027930648787,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-4,0.11418275084179633,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-5,0.11565902886427414,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-6,0.12491866632925086,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-7,0.12498953281471822,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-8,0.12163444659919988,pointwise_tube
XJTU,XJTU/XJTU_3C_battery-9,0.12692684617590388,pointwise_tube
CALB,CALB/CALB_0_B182,0.07003014673903026,strict_monotone
CALB,CALB/CALB_0_B183,0.05770406334881683,strict_monotone
CALB,CALB/CALB_0_B184,0.041911582019399186,strict_monotone
CALB,CALB/CALB_0_B185,0.04306061688227798,strict_monotone
CALB,CALB/CALB_0_B187,0.041567288756802205,strict_monotone
CALB,CALB/CALB_0_B188,0.0429808877905068,strict_monotone
CALB,CALB/CALB_0_B189,0.03763322389519368,strict_monotone
CALB,CALB/CALB_0_B190,0.06578534815835356,strict_monotone
CALB,CALB/CALB_25_T25-1,0.01606502386344885,strict_monotone
CALB,CALB/CALB_25_T25-2,0.020837987328008303,strict_monotone
CALB,CALB/CALB_35_B173,0.021462324566620897,strict_monotone
CALB,CALB/CALB_35_B174,0.023853043654186855,strict_monotone
CALB,CALB/CALB_35_B175,0.0254695509229138,strict_monotone
CALB,CALB/CALB_35_B222,0.0222521733398143,strict_monotone
CALB,CALB/CALB_35_B223,0.02088901944807743,strict_monotone
CALB,CALB/CALB_35_B224,0.02060874554834509,strict_monotone
CALB,CALB/CALB_35_B227,0.022058733367756406,strict_monotone
CALB,CALB/CALB_35_B228,0.024909936998452814,strict_monotone
CALB,CALB/CALB_35_B229,0.022223286857123044,strict_monotone
CALB,CALB/CALB_35_B230,0.021807123015082794,strict_monotone
CALB,CALB/CALB_35_B247,0.26446724160021295,strict_monotone
CALB,CALB/CALB_35_B248,0.02389266888742181,strict_monotone
CALB,CALB/CALB_35_B249,0.023141412972176187,strict_monotone
CALB,CALB/CALB_35_B250,0.021498502492424604,strict_monotone
CALB,CALB/CALB_45_B253,0.02988940194040863,strict_monotone
CALB,CALB/CALB_45_B255,0.03277358257657285,strict_monotone
CALB,CALB/CALB_45_B256,0.03353566913628378,strict_monotone
CALCE,CALCE/CALCE_CS2_33,0.07376492171129159,strict_monotone
CALCE,CALCE/CALCE_CS2_34,0.03492539423555545,strict_monotone
CALCE,CALCE/CALCE_CS2_35,0.06915408810097455,strict_monotone
CALCE,CALCE/CALCE_CS2_36,0.0914648536184324,strict_monotone
CALCE,CALCE/CALCE_CS2_37,0.0758602253100844,strict_monotone
CALCE,CALCE/CALCE_CS2_38,0.06941753375357121,strict_monotone
CALCE,CALCE/CALCE_CX2_16,0.05869905169603193,strict_monotone
CALCE,CALCE/CALCE_CX2_33,0.0327769009580337,strict_monotone
CALCE,CALCE/CALCE_CX2_34,0.038177494127525996,strict_monotone
CALCE,CALCE/CALCE_CX2_35,0.030563204927019583,strict_monotone
CALCE,CALCE/CALCE_CX2_36,0.04525576826907221,strict_monotone
CALCE,CALCE/CALCE_CX2_37,0.027004815245319294,strict_monotone
CALCE,CALCE/CALCE_CX2_38,0.06102861419696096,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_a,0.1950198232796921,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_b,0.0363179659179355,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_c,0.04801908523774518,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_d,0.04986470110894942,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_e,0.049485105549845074,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_f,0.06608543612018546,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_g,0.06522661194844741,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_j,0.05020447738064435,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_l,0.05807625731751218,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n,0.0454223919858696,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o,0.018467847401187648,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p,0.017449436138717044,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s,0.0495773206776847,strict_monotone
HNEI,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t,0.04878635549788121,strict_monotone
HUST,HUST/HUST_1-1,0.019474125475966043,strict_monotone
HUST,HUST/HUST_1-2,0.029370141617554458,strict_monotone
HUST,HUST/HUST_1-3,0.03701967732233645,strict_monotone
HUST,HUST/HUST_1-4,0.03520809145528211,strict_monotone
HUST,HUST/HUST_1-5,0.03783046122813412,strict_monotone
HUST,HUST/HUST_1-6,0.04210134755776292,strict_monotone
HUST,HUST/HUST_1-7,0.020680559428905596,strict_monotone
HUST,HUST/HUST_1-8,0.02411547995210911,strict_monotone
HUST,HUST/HUST_10-1,0.02425402401105305,strict_monotone
HUST,HUST/HUST_10-2,0.03917534976135978,strict_monotone
HUST,HUST/HUST_10-3,0.030776358124737307,strict_monotone
HUST,HUST/HUST_10-4,0.03170556817237273,strict_monotone
HUST,HUST/HUST_10-5,0.035134689239256216,strict_monotone
HUST,HUST/HUST_10-6,0.03257165026645294,strict_monotone
HUST,HUST/HUST_10-7,0.033643036406185066,strict_monotone
HUST,HUST/HUST_10-8,0.025446430234526016,strict_monotone
HUST,HUST/HUST_2-2,0.033417667299609884,strict_monotone
HUST,HUST/HUST_2-3,0.03516696558099517,strict_monotone
HUST,HUST/HUST_2-4,0.021781078028267405,strict_monotone
HUST,HUST/HUST_2-5,0.034580865494097356,strict_monotone
HUST,HUST/HUST_2-6,0.03282038994726383,strict_monotone
HUST,HUST/HUST_2-7,0.03377785156554424,strict_monotone
HUST,HUST/HUST_2-8,0.026022882484258974,strict_monotone
HUST,HUST/HUST_3-1,0.03697300702619711,strict_monotone
HUST,HUST/HUST_3-2,0.03892919506717479,strict_monotone
HUST,HUST/HUST_3-3,0.03550143926400727,strict_monotone
HUST,HUST/HUST_3-4,0.029603665147959573,strict_monotone
HUST,HUST/HUST_3-5,0.040532319745839346,strict_monotone
HUST,HUST/HUST_3-6,0.037118952202722356,strict_monotone
HUST,HUST/HUST_3-7,0.03057627824152903,strict_monotone
HUST,HUST/HUST_3-8,0.038142938698734793,strict_monotone
HUST,HUST/HUST_4-1,0.03702978578033674,strict_monotone
HUST,HUST/HUST_4-2,0.03132607015974308,strict_monotone
HUST,HUST/HUST_4-3,0.021192489083255404,strict_monotone
HUST,HUST/HUST_4-4,0.02064210805316333,strict_monotone
HUST,HUST/HUST_4-5,0.027538954049736292,strict_monotone
HUST,HUST/HUST_4-6,0.02863910006553207,strict_monotone
HUST,HUST/HUST_4-7,0.030497787417878102,strict_monotone
HUST,HUST/HUST_4-8,0.033736300441508334,strict_monotone
HUST,HUST/HUST_5-1,0.029141959171513042,strict_monotone
HUST,HUST/HUST_5-2,0.0349713753503075,strict_monotone
HUST,HUST/HUST_5-3,0.02873697079120961,strict_monotone
HUST,HUST/HUST_5-4,0.022479848503240883,strict_monotone
HUST,HUST/HUST_5-5,0.036124690959282425,strict_monotone
HUST,HUST/HUST_5-6,0.028204631283036827,strict_monotone
HUST,HUST/HUST_5-7,0.019247724579031664,strict_monotone
HUST,HUST/HUST_6-1,0.019741697358358058,strict_monotone
HUST,HUST/HUST_6-2,0.0387454414196901,strict_monotone
HUST,HUST/HUST_6-3,0.03446785674150727,strict_monotone
HUST,HUST/HUST_6-4,0.0233248241487102,strict_monotone
HUST,HUST/HUST_6-5,0.02479078858112993,strict_monotone
HUST,HUST/HUST_6-6,0.0419766331835594,strict_monotone
