domain,cell_id,method,rows,mae,rmse,trajectory_increase_fraction,maximum_predicted_increase
HUST,HUST/HUST_3-3,raw_pooled,1644,0.03619651944103185,0.04607691589193408,0.2282410225197809,0.00874252958392674
HUST,HUST/HUST_3-4,raw_pooled,1761,0.03127938586238485,0.04491947098913612,0.2375,0.006339770450775939
HUST,HUST/HUST_3-5,raw_pooled,2652,0.04292314444825505,0.0624197483285063,0.17163334590720483,0.006661914861210483
HUST,HUST/HUST_3-6,raw_pooled,2486,0.03857186940279377,0.047101214447539064,0.2370221327967807,0.005910169342165372
HUST,HUST/HUST_3-7,raw_pooled,2474,0.036660573920766305,0.049915241143674766,0.17711281843914276,0.005737246801307383
HUST,HUST/HUST_3-8,raw_pooled,2337,0.03874811520453093,0.048883590687508166,0.2482876712328767,0.0034757609889123353
HUST,HUST/HUST_4-1,raw_pooled,2212,0.03507323698566056,0.05243742491207481,0.24694708276797828,0.005124075460742006
HUST,HUST/HUST_4-2,raw_pooled,1777,0.03540595021481903,0.04324729364531123,0.32376126126126126,0.008868002193482383
HUST,HUST/HUST_4-3,raw_pooled,1137,0.023583710730131387,0.03931905020673131,0.2051056338028169,0.006044642546049972
HUST,HUST/HUST_4-4,raw_pooled,1486,0.026627703260789913,0.0406786367394443,0.13602693602693602,0.00680098041302013
HUST,HUST/HUST_4-5,raw_pooled,1556,0.030505894026762275,0.046970531227484444,0.17234726688102894,0.007350386005400056
HUST,HUST/HUST_4-6,raw_pooled,1375,0.028736578517330517,0.04366166275085081,0.19868995633187772,0.006545569979203969
HUST,HUST/HUST_4-7,raw_pooled,2211,0.0376739416585347,0.055755223047060654,0.2529411764705882,0.009304263647354372
HUST,HUST/HUST_4-8,raw_pooled,1701,0.03838313049499195,0.04677395454865296,0.3247058823529412,0.008037770044348691
HUST,HUST/HUST_5-1,raw_pooled,2502,0.036581948654535706,0.050677867644164404,0.25589764094362255,0.006814663502389684
HUST,HUST/HUST_5-2,raw_pooled,1921,0.04026504913449082,0.04689378702353487,0.303125,0.006139543787768376
HUST,HUST/HUST_5-3,raw_pooled,2684,0.03517891142575813,0.04944299616088093,0.26984718598583673,0.009684742379733824
HUST,HUST/HUST_5-4,raw_pooled,1957,0.03376471011418439,0.044680311226381955,0.22597137014314927,0.00959032715807362
HUST,HUST/HUST_5-5,raw_pooled,1578,0.04435196268920722,0.04853988908936983,0.33861762840837034,0.008908630607757928
HUST,HUST/HUST_5-6,raw_pooled,2455,0.03648055022052541,0.05080152171800185,0.2893235533822331,0.007229510584824905
HUST,HUST/HUST_5-7,raw_pooled,1443,0.026306995282622203,0.0408419450930649,0.23092926490984744,0.007421844840365899
HUST,HUST/HUST_6-1,raw_pooled,1604,0.02932296564942435,0.04183543894951267,0.23393636930754835,0.010363033898540652
HUST,HUST/HUST_6-2,raw_pooled,1903,0.04534433854510321,0.05027707342850832,0.3391167192429022,0.007893745073154546
